"Banks","The Federal Bank Limited   ","Federal Bank Limited    "
"Banks","Central Bank of India ","Central Bank of India  "
"Banks","Syndicate Bank ","Syndicate Bank  "
"Banks","UCO Bank ","UCO Bank  "
"Banks","Karur Vysya Bank Limited   ","Karur Vysya Bank Limited    "
"Banks","ING Vysya Bank Limited   ","ING Vysya Bank Limited    "
"Banks","Jammu and Kashmir Bank Limited   ","Jammu and Kashmir Bank Limited    "
"Banks","State Bank of Travancore ","State Bank of Travancore  "
"Banks","State Bank of Bikaner and Jaipur ","State Bank of Bikaner and Jaipur  "
"Banks","Vijaya Bank ","Vijaya Bank  "
"Banks","United Bank of India ","United Bank of India  "
"Banks","Dena Bank ","Dena Bank  "
"Banks","State Bank of Mysore ","State Bank of Mysore  "
"Banks","Bank of Maharashtra ","Bank of Maharashtra  "
"Banks","South Indian Bank Limited   ","South Indian Bank Limited    "
"Banks","Standard Chartered PLC ","Standard Chartered PLC  "
"Banks","Karnataka Bank Limited   ","Karnataka Bank Limited    "
"Banks","Punjab & Sind Bank ","Punjab & Sind Bank  "
"Banks","City Union Bank Limited   ","City Union Bank Limited    "
"Banks","Development Credit Bank Limited   ","Development Credit Bank Limited    "
"Banks","Lakshmi Vilas Bank Limited   ","Lakshmi Vilas Bank Limited    "
"Banks","Dhanlaxmi Bank Limited   ","Dhanlaxmi Bank Limited    "
"Beverages","United Breweries Limited   ","United Breweries Limited    "
"Beverages","United Spirits Limited   ","United Spirits Limited    "
"Beverages","Tata Global Beverages Limited   ","Tata Global Beverages Limited    "
"Beverages","Mcleod Russel India Limited   ","Mcleod Russel India Limited    "
"Beverages","Radico Khaitan Limited   ","Radico Khaitan Limited    "
"Beverages","Tata Coffee Limited   ","Tata Coffee Limited    "
"Beverages","Bombay Burmah Trading Corporation Limited   ","Bombay Burmah Trading Corporation Limited    "
"Beverages","Dhunseri Petrochem & Tea Limited   ","Dhunseri Petrochem & Tea Limited    "
"Beverages","Assam Company India Limited   ","Assam Company India Limited    "
"Beverages","Tilaknagar Industries Limited   ","Tilaknagar Industries Limited    "
"Beverages","Jay Shree Tea & Industries Limited   ","Jay Shree Tea & Industries Limited    "
"Beverages","Globus Spirits Limited   ","Globus Spirits Limited    "
"Beverages","CCL Products (India) Limited   ","CCL Products (India) Limited    "
"Beverages","Empee Distilleries Limited   ","Empee Distilleries Limited    "
"Beverages","Harrisons Malayalam Limited   ","Harrisons Malayalam Limited    "
"Beverages","G M Breweries Limited   ","G M Breweries Limited    "
"Beverages","Duncans Industries Limited   ","Duncans Industries Limited    "
"Beverages","United Nilgiri Tea Estates Company Limited   ","United Nilgiri Tea Estates Company Limited    "
"Beverages","Ravikumar Distilleries Limited   ","Ravikumar Distilleries Limited    "
"Beverages","Pioneer Distilleries Limited   ","Pioneer Distilleries Limited    "
"Beverages","Peria Karamalai Tea & Produce Company Limited   ","Peria Karamalai Tea & Produce Company Limited    "
"Beverages","Sentinel Tea & Exports Limited   ","Sentinel Tea & Exports Limited    "
"Beverages","Norben Tea & Exports Limited   ","Norben Tea & Exports Limited    "
"Building Materials","Hindusthan National Glass & Industries Limited   ","Hindusthan National Glass & Industries Limited    "
"Building Materials","Century Plyboards (India) Limited   ","Century Plyboards (India) Limited    "
"Building Materials","Asahi India Glass Limited   ","Asahi India Glass Limited    "
"Building Materials","HSIL Limited   ","HSIL Limited    "
"Building Materials","Piramal Glass Limited   ","Piramal Glass Limited    "
"Building Materials","Kajaria Ceramics Limited   ","Kajaria Ceramics Limited    "
"Building Materials","Binani Industries Limited   ","Binani Industries Limited    "
"Building Materials","Greenply Industries Limited   ","Greenply Industries Limited    "
"Building Materials","Cera Sanitaryware Limited   ","Cera Sanitaryware Limited    "
"Building Materials","Nitco Limited   ","Nitco Limited    "
"Building Materials","Sezal Glass Limited   ","Sezal Glass Limited    "
"Building Materials","Somany Ceramics Limited   ","Somany Ceramics Limited    "
"Building Materials","Asian Granito India Limited   ","Asian Granito India Limited    "
"Building Materials","La Opala RG Limited   ","La Opala RG Limited    "
"Building Materials","Murudeshwar Ceramics Limited   ","Murudeshwar Ceramics Limited    "
"Building Materials","Orient Ceramics & Industries Limited   ","Orient Ceramics & Industries Limited    "
"Building Materials","Novopan Industries Limited   ","Novopan Industries Limited    "
"Building Materials","Aro Granite Industries Limited   ","Aro Granite Industries Limited    "
"Building Materials","Euro Ceramics Limited   ","Euro Ceramics Limited    "
"Building Materials","Decolight Ceramics Limited   ","Decolight Ceramics Limited    "
"Building Materials","Mangalam Timber Products Limited   ","Mangalam Timber Products Limited    "
"Building Materials","Archidply Industries Limited   ","Archidply Industries Limited    "
"Building Materials","Uniply Industries Limited   ","Uniply Industries Limited    "
"Building Materials","Bell Ceramics Limited   ","Bell Ceramics Limited    "
"Building Materials","Regency Ceramics Limited   ","Regency Ceramics Limited    "
"Building Materials","Nuchem Limited   ","Nuchem Limited    "
"Building Materials","Madhav Marbles and Granites Limited   ","Madhav Marbles and Granites Limited    "
"Building Materials","Kitply Industries Limited   ","Kitply Industries Limited    "
"Building Materials","Oriental Trimex Limited   ","Oriental Trimex Limited    "
"Cement","UltraTech Cement Limited   ","UltraTech Cement Limited    "
"Cement","Ambuja Cements Limited   ","Ambuja Cements Limited    "
"Textiles","Grasim Industries Limited   ","Grasim Industries Limited    "
"Cement","ACC Limited   ","ACC Limited    "
"Cement","Shree Cement Limited   ","Shree Cement Limited    "
"Textiles","Century Textiles & Industries Limited   ","Century Textiles & Industries Limited    "
"Cement","Birla Corporation Limited   ","Birla Corporation Limited    "
"Cement","India Cements Limited   ","India Cements Limited    "
"Cement","Prism Cement Limited   ","Prism Cement Limited    "
"Cement","Madras Cements Limited   ","Madras Cements Limited    "
"Cement","Chettinad Cement Corporation Limited   ","Chettinad Cement Corporation Limited    "
"Cement","Rain Commodities Limited   ","Rain Commodities Limited    "
"Cement","Dalmia Bharat Enterprises Limited   ","Dalmia Bharat Enterprises Limited    "
"Cement","Orient Paper & Industries Limited   ","Orient Paper & Industries Limited    "
"Cement","HeidelbergCement India Limited   ","HeidelbergCement India Limited    "
"Cement","J K Cements Limited   ","J K Cements Limited    "
"Cement","OCL India Limited   ","OCL India Limited    "
"Cement","JK Lakshmi Cement Limited   ","JK Lakshmi Cement Limited    "
"Cement","Sanghi Industries Limited   ","Sanghi Industries Limited    "
"Cement","Ramco Industries Limited   ","Ramco Industries Limited    "
"Cement","Indian Hume Pipe Company Limited   ","Indian Hume Pipe Company Limited    "
"Cement","K C P Limited   ","K C P Limited    "
"Cement","Mangalam Cement Limited   ","Mangalam Cement Limited    "
"Cement","Hyderabad Industries Limited   ","Hyderabad Industries Limited    "
"Cement","Everest Industries Limited   ","Everest Industries Limited    "
"Cement","Sagar Cements Limited   ","Sagar Cements Limited    "
"Cement","Andhra Cements Limited   ","Andhra Cements Limited    "
"Cement","Dalmia Bharat Sugar & Industries Limited   ","Dalmia Bharat Sugar & Industries Limited    "
"Cement","Visaka Industries Limited   ","Visaka Industries Limited    "
"Cement","Gujarat Sidhee Cement Limited   ","Gujarat Sidhee Cement Limited    "
"Cement","NCL Industries Limited   ","NCL Industries Limited    "
"Cement","Deccan Cements Limited   ","Deccan Cements Limited    "
"Cement","Kakatiya Cement Sugar & Industries Limited   ","Kakatiya Cement Sugar & Industries Limited    "
"Cement","Barak Valley Cements Limited   ","Barak Valley Cements Limited    "
"Cement","Burnpur Cement Limited   ","Burnpur Cement Limited    "
"Chemicals","Pidilite Industries Limited   ","Pidilite Industries Limited    "
"Chemicals","Godrej Industries Limited   ","Godrej Industries Limited    "
"Chemicals","Gujarat Fluorochemicals Limited   ","Gujarat Fluorochemicals Limited    "
"Chemicals","Sterling Biotech Limited   ","Sterling Biotech Limited    "
"Chemicals","BASF India Limited   ","BASF India Limited    "
"Chemicals","BOC India Limited   ","BOC India Limited    "
"Chemicals","Clariant Chemicals (India) Limited   ","Clariant Chemicals (India) Limited    "
"Chemicals","Solar Industries India Limited   ","Solar Industries India Limited    "
"Chemicals","Gujarat Alkalies & Chemicals Limited   ","Gujarat Alkalies & Chemicals Limited    "
"Chemicals","Sudarshan Chemical Industries Limited   ","Sudarshan Chemical Industries Limited    "
"Chemicals","Atul Limited   ","Atul Limited    "
"Chemicals","Hikal Limited   ","Hikal Limited    "
"Chemicals","Phillips Carbon Black Limited   ","Phillips Carbon Black Limited    "
"Chemicals","Kiri Industries Limited   ","Kiri Industries Limited    "
"Chemicals","Aarti Industries Limited   ","Aarti Industries Limited    "
"Chemicals","GHCL Limited   ","GHCL Limited    "
"Chemicals","Foseco India Limited   ","Foseco India Limited    "
"Chemicals","India Glycols Limited   ","India Glycols Limited    "
"Chemicals","Vivimed Labs Limited   ","Vivimed Labs Limited    "
"Chemicals","Navin Fluorine International Limited   ","Navin Fluorine International Limited    "
"Chemicals","NOCIL Limited   ","NOCIL Limited    "
"Chemicals","Kanoria Chemicals & Industries Limited   ","Kanoria Chemicals & Industries Limited    "
"Chemicals","Aditya Birla Chemicals (India) Limited   ","Aditya Birla Chemicals (India) Limited    "
"Chemicals","Hindustan Organic Chemicals Limited   ","Hindustan Organic Chemicals Limited    "
"Chemicals","Standard Industries Limited   ","Standard Industries Limited    "
"Chemicals","Deepak Nitrite Limited   ","Deepak Nitrite Limited    "
"Chemicals","Balaji Amines Limited   ","Balaji Amines Limited    "
"Chemicals","Jayant Agro Organics Limited   ","Jayant Agro Organics Limited    "
"Chemicals","Jocil Limited   ","Jocil Limited    "
"Chemicals","Thirumalai Chemicals Limited   ","Thirumalai Chemicals Limited    "
"Chemicals","IOL Chemicals & Pharmaceuticals Limited   ","IOL Chemicals & Pharmaceuticals Limited    "
"Chemicals","Excel Industries Limited   ","Excel Industries Limited    "
"Chemicals","Alkyl Amines Chemicals Limited   ","Alkyl Amines Chemicals Limited    "
"Chemicals","I G Petrochemicals Limited   ","I G Petrochemicals Limited    "
"Chemicals","Geecee Ventures Limited   ","Geecee Ventures Limited    "
"Chemicals","Goa Carbon Limited   ","Goa Carbon Limited    "
"Chemicals","IFB Agro Industries Limited   ","IFB Agro Industries Limited    "
"Chemicals","Punjab Chemicals & Crop Protection Limited   ","Punjab Chemicals & Crop Protection Limited    "
"Chemicals","Alkali Metals Limited   ","Alkali Metals Limited    "
"Chemicals","Sree Rayalaseema Hi-Strength Hypo Limited   ","Sree Rayalaseema Hi-Strength Hypo Limited    "
"Chemicals","Refex Refrigerants Limited   ","Refex Refrigerants Limited    "
"Chemicals","Chemfab Alkalis Limited   ","Chemfab Alkalis Limited    "
"Chemicals","Aster Silicates Limited   ","Aster Silicates Limited    "
"Chemicals","Pondy Oxides & Chemicals Limited   ","Pondy Oxides & Chemicals Limited    "
"Chemicals","Tanfac Industries Limited   ","Tanfac Industries Limited    "
"Chemicals","National Oxygen Limited   ","National Oxygen Limited    "
"Chemicals","J D Orgochem Limited   ","J D Orgochem Limited    "
"Chemicals","SRHHL Industries Limited   ","SRHHL Industries Limited    "
"Construction","Mundra Port & Special Economic Zone Limited   ","Mundra Port & Special Economic Zone Limited    "
"Construction","Jaiprakash Associates Limited   ","Jaiprakash Associates Limited    "
"Construction","GMR Infrastructure Limited   ","GMR Infrastructure Limited    "
"Construction","Jaypee Infratech Limited   ","Jaypee Infratech Limited    "
"Construction","IRB Infrastructure Developers Limited   ","IRB Infrastructure Developers Limited    "
"Construction","Indiabulls Real Estate Limited   ","Indiabulls Real Estate Limited    "
"Construction","IL&FS Transportation Networks Limited   ","IL&FS Transportation Networks Limited    "
"Construction","GVK Power & Infrastructure Limited   ","GVK Power & Infrastructure Limited    "
"Construction","Gujarat Pipavav Port Limited   ","Gujarat Pipavav Port Limited    "
"Construction","Phoenix Mills Limited   ","Phoenix Mills Limited    "
"Construction","Sadbhav Engineering Limited   ","Sadbhav Engineering Limited    "
"Construction","NCC Limited   ","NCC Limited    "
"Construction","Punj Lloyd Limited   ","Punj Lloyd Limited    "
"Construction","IVRCL Limited   ","IVRCL Limited    "
"Construction","Hindustan Construction Company Limited   ","Hindustan Construction Company Limited    "
"Construction","Ramky Infrastructure Limited   ","Ramky Infrastructure Limited    "
"Construction","Simplex Infrastructures Limited   ","Simplex Infrastructures Limited    "
"Construction","Ashoka Buildcon Limited   ","Ashoka Buildcon Limited    "
"Construction","Gammon India Limited   ","Gammon India Limited    "
"Construction","IL&FS Engineering & Construction Co Limited   ","IL&FS Engineering & Construction Co Limited    "
"Construction","Gammon Infrastructure Projects Limited   ","Gammon Infrastructure Projects Limited    "
"Construction","Patel Engineering Limited   ","Patel Engineering Limited    "
"Construction","IVRCL Assets & Holdings Limited   ","IVRCL Assets & Holdings Limited    "
"Construction","Vascon Engineers Limited   ","Vascon Engineers Limited    "
"Construction","Madhucon Projects Limited   ","Madhucon Projects Limited    "
"Construction","ARSS Infrastructure Projects Limited   ","ARSS Infrastructure Projects Limited    "
"Construction","SPML Infra Limited   ","SPML Infra Limited    "
"Construction","Man Infraconstruction Limited   ","Man Infraconstruction Limited    "
"Construction","Consolidated Construction Consortium Limited   ","Consolidated Construction Consortium Limited    "
"Construction","Pratibha Industries Limited   ","Pratibha Industries Limited    "
"Construction","Unity Infraprojects Limited   ","Unity Infraprojects Limited    "
"Construction","Noida Toll Bridge Company Limited   ","Noida Toll Bridge Company Limited    "
"Construction","B.L.Kashyap & Sons Limited   ","B.L.Kashyap & Sons Limited    "
"Construction","J Kumar Infraprojects Limited   ","J Kumar Infraprojects Limited    "
"Construction","KNR Constructions Limited   ","KNR Constructions Limited    "
"Construction","MBL Infrastructures Limited   ","MBL Infrastructures Limited    "
"Construction","Horizon Infrastructure Limited   ","Horizon Infrastructure Limited    "
"Construction","Welspun Projects Limited   ","Welspun Projects Limited    "
"Construction","C & C Constructions Limited   ","C & C Constructions Limited    "
"Construction","Valecha Engineering Limited   ","Valecha Engineering Limited    "
"Construction","ITD Cementation India Limited   ","ITD Cementation India Limited    "
"Construction","Simplex Projects Limited   ","Simplex Projects Limited    "
"Construction","Manjeera Constructions Limited   ","Manjeera Constructions Limited    "
"Construction","Tantia Constructions Limited   ","Tantia Constructions Limited    "
"Construction","P B A Infrastructure Limited   ","P B A Infrastructure Limited    "
"Construction","Prajay Engineers Syndicate Limited   ","Prajay Engineers Syndicate Limited    "
"Construction","Roman Tarmat Limited   ","Roman Tarmat Limited    "
"Construction","Kaushalya Infrastructure Development Corpn Limited   ","Kaushalya Infrastructure Development Corpn Limited    "
"Consumer Durables","Siemens Limited   ","Siemens Limited    "
"Consumer Durables","Titan Industries Limited   ","Titan Industries Limited    "
"Consumer Durables","Bharat Electronics Limited   ","Bharat Electronics Limited    "
"Consumer Durables","Videocon Industries Limited   ","Videocon Industries Limited    "
"Consumer Durables","Whirlpool of India Limited   ","Whirlpool of India Limited    "
"Consumer Durables","TTK Prestige Limited   ","TTK Prestige Limited    "
"Consumer Durables","Blue Star Limited   ","Blue Star Limited    "
"Consumer Durables","Bajaj Electricals Limited   ","Bajaj Electricals Limited    "
"Consumer Durables","Honeywell Automation India Limited   ","Honeywell Automation India Limited    "
"Consumer Durables","Hitachi Home & Life Solutions (India) Limited   ","Hitachi Home & Life Solutions (India) Limited    "
"Consumer Durables","MIRC Electronics Limited   ","MIRC Electronics Limited    "
"Consumer Durables","IFB Industries Limited   ","IFB Industries Limited    "
"Consumer Durables","Genus Power Infrastructures Limited   ","Genus Power Infrastructures Limited    "
"Consumer Durables","Fedders Lloyd Corporation Limited   ","Fedders Lloyd Corporation Limited    "
"Consumer Durables","Numeric Power Systems Limited   ","Numeric Power Systems Limited    "
"Consumer Durables","MIC Electronics Limited   ","MIC Electronics Limited    "
"Consumer Durables","Lloyd Electric & Engineering Limited   ","Lloyd Electric & Engineering Limited    "
"Consumer Durables","Khaitan Electricals Limited   ","Khaitan Electricals Limited    "
"Consumer Durables","Centum Electronics Limited   ","Centum Electronics Limited    "
"Consumer Durables","BPL Limited   ","BPL Limited    "
"Consumer Durables","Panasonic Home Appliances India Company Limited   ","Panasonic Home Appliances India Company Limited    "
"Consumer Durables","JCT Electronics Limited   ","JCT Electronics Limited    "
"Consumer Durables","Sujana Universal Industries Limited   ","Sujana Universal Industries Limited    "
"Consumer Durables","Value Industries Limited   ","Value Industries Limited    "
"Consumer Durables","Hind Rectifiers Limited   ","Hind Rectifiers Limited    "
"Consumer Durables","Samtel Color Limited   ","Samtel Color Limited    "
"Consumer Durables","Zicom Electronic Security Systems Limited   ","Zicom Electronic Security Systems Limited    "
