"SYMBOL","EX_DATE","DIVIDEND"
"MCLEODRUSS","2009-07-17","2"
"MCLEODRUSS","2010-07-22","4"
"MCLEODRUSS","2008-07-18","1"
"MLL","2010-08-30","0.2"
"MLL","2009-09-14","0.5"
"MLL","2005-09-16","1"
"MLL","2007-09-12","1"
"MLL","2008-07-03","1.1"
"MLL","2006-07-20","0.3"
"MOSERBAER","2010-09-27","0.6"
"MOSERBAER","2009-09-03","0.6"
"MOSERBAER","2008-07-29","1"
"MOSERBAER","2005-07-28","1"
"MOSERBAER","2006-07-13","1"
"MOSERBAER","2007-06-11","1.5"
"MPHASIS","2009-01-22","2"
"MPHASIS","2006-08-24","3"
"MPHASIS","2005-09-22","3"
"MPHASIS","2007-09-07","3"
"MPHASIS","2008-07-16","3.3"
"MPHASIS","2010-02-10","3.5"
"MPHASIS","2011-02-10","4"
"MRF","2011-01-28","34"
"MRF","2009-03-06","14"
"MRF","2006-03-10","14"
"MRF","2007-03-09","14"
"MRF","2008-03-05","14"
"MRF","2008-08-08","3"
"MRF","2006-08-03","3"
"MRF","2007-11-07","3"
"MRF","2008-11-06","3"
"MRF","2006-11-14","3"
"MRPL","2006-08-16","0.7"
"MRPL","2007-08-01","0.8"
"MRPL","2008-06-18","1.2"
"MRPL","2009-08-06","1.2"
"MRPL","2010-07-15","1.2"
"MRPL","2005-08-11","1"
"MTNL","2008-09-22","1"
"MTNL","2006-09-18","1"
"MTNL","2007-09-19","1"
"MTNL","2005-09-14","2.5"
"MTNL","2008-02-21","3"
"MTNL","2007-02-19","3"
"MUNDRAPORT","2011-05-05","0.4"
"MUNDRAPORT","2011-02-14","0.5"
"MUNDRAPORT","2009-08-17","1"
"MUNDRAPORT","2010-08-09","1.5"
"MUNDRAPORT","2010-02-03","2.5"
"MUNDRAPORT","2008-09-12","0.3"
"NAGARFERT","2010-07-14","0.5"
"NATIONALUM","2010-08-27","1"
"NATIONALUM","2009-09-04","1.5"
"NATIONALUM","2010-03-23","1.5"
"NATIONALUM","2011-02-07","2"
"NATIONALUM","2008-09-01","0.75"
"NATIONALUM","2007-03-22","0.75"
"NATIONALUM","2005-09-23","1"
"NATIONALUM","2007-09-14","1.25"
"NATIONALUM","2006-09-22","1.5"
"NATIONALUM","2009-02-12","1.75"
"NATIONALUM","2007-02-06","1.75"
"NATIONALUM","2008-02-13","2.25"
"NCC","2009-07-14","1.1"
"NCC","2010-07-22","1.3"
"NCC","2007-07-12","0.4"
"NCC","2007-03-26","0.8"
"NCC","2005-07-21","1.2"
"NCC","2008-07-17","1.3"
"NCC","2006-08-10","1.6"
"NEYVELILIG","2010-08-18","1"
"NEYVELILIG","2009-08-20","2"
"NEYVELILIG","2008-08-14","1"
"NEYVELILIG","2008-02-05","1"
"NEYVELILIG","2007-08-16","1.2"
"NEYVELILIG","2005-09-14","1.4"
"NHPC","2010-09-07","0.55"
"NMDC","2010-02-04","0.75"
"NMDC","2010-07-29","1"
"NMDC","2011-02-10","1.15"
"NMDC","2009-08-20","1.18"
"NMDC","2009-02-18","1.03"
"NMDC","2008-08-04","0.54"
"NTPC","2010-09-08","0.8"
"NTPC","2009-09-03","0.8"
"NTPC","2011-02-04","3"
"NTPC","2005-09-08","1.2"
"NTPC","2007-02-02","2.4"
"NTPC","2008-02-04","2.7"
"NTPC","2009-01-29","2.8"
"NTPC","2006-08-30","0.8"
"NTPC","2008-08-28","0.8"
"NTPC","2007-08-30","0.8"
"OFSS","2006-08-03","5"
"OFSS","2005-08-04","5"
"OIL","2010-09-16","16"
"ONGC","2009-09-11","14"
"ONGC","2010-09-09","15"
"ONGC","2007-12-26","18"
"ONGC","2010-12-20","32"
"ONGC","2007-09-10","6.5"
"ONGC","2008-09-08","7"
"ONGC","2008-12-23","9"
"ONGC","2006-12-27","9"
"ONGC","2005-09-01","10"
"ONGC","2006-09-06","10"
"OPTOCIRCUI","2010-09-21","4"
"OPTOCIRCUI","2005-07-08","3.5"
"OPTOCIRCUI","2006-09-20","4"
"OPTOCIRCUI","2008-09-24","5"
"OPTOCIRCUI","2007-09-18","5"
"ORBITCORP","2010-05-25","1.5"
"ORBITCORP","2007-08-16","1.5"
"ORBITCORP","2008-02-05","1.5"
"ORBITCORP","2008-07-31","2.5"
"ORCHIDCHEM","2009-09-17","1"
"ORCHIDCHEM","2010-07-12","10"
"ORCHIDCHEM","2008-09-18","3"
"ORCHIDCHEM","2007-07-12","3"
"ORCHIDCHEM","2006-05-30","3"
"ORCHIDCHEM","2005-07-13","4"
"ORIENTBANK","2010-06-14","9.1"
"ORIENTBANK","2011-06-14","10.4"
"ORIENTBANK","2007-03-07","2"
"ORIENTBANK","2007-06-06","2.7"
"ORIENTBANK","2005-06-29","3"
"ORIENTBANK","2006-06-01","4.5"
"ORIENTBANK","2008-06-09","4.7"
"ORIENTBANK","2009-06-16","7.3"
"PANTALOONR","2007-11-07","0.5"
"PANTALOONR","2009-11-25","0.6"
"PANTALOONR","2010-10-20","0.8"
"PANTALOONR","2006-11-08","2.5"
"PANTALOONR","2005-11-11","2.5"
"PANTALOONR","2008-11-05","0.6"
"PATELENG","2009-07-20","0.95"
"PATELENG","2008-07-28","1"
"PATELENG","2007-10-29","1.3"
"PATELENG","2007-03-21","1.3"
"PATELENG","2006-09-07","0.3"
"PATELENG","2005-09-22","0.6"
"PATNI","2009-06-16","3"
"PATNI","2010-06-14","3"
"PATNI","2010-08-30","63"
"PATNI","2005-06-07","2"
"PATNI","2006-06-13","2.5"
"PATNI","2008-06-17","3"
"PATNI","2007-06-12","3"
"PETRONET","2009-06-11","1.75"
"PETRONET","2010-06-10","1.75"
"PETRONET","2011-06-16","2"
"PETRONET","2007-05-30","1.25"
"PETRONET","2008-05-22","1.5"
"PFC","2009-09-07","1.35"
"PFC","2010-09-03","1.5"
"PFC","2011-01-21","3.5"
"PFC","2008-07-14","1"
"PFC","2007-09-07","1"
"PFC","2008-02-11","2.5"
"PFC","2009-02-24","2.65"
"PIRHEALTH","2006-06-15","3"
"PIRHEALTH","2009-06-05","4.2"
"PIRHEALTH","2010-06-29","5.4"
"PIRHEALTH","2007-03-23","3"
"PIRHEALTH","2005-06-24","3"
"PIRHEALTH","2008-06-16","4.2"
"PIRHEALTH","2007-05-31","0.5"
"PNB","2007-06-07","6"
"PNB","2010-07-08","12"
"PNB","2009-06-04","20"
"PNB","2011-06-16","22"
"PNB","2008-05-29","13"
"PNB","2006-06-22","3"
"PNB","2007-02-14","4"
"POLARIS","2009-07-09","1.25"
"POLARIS","2010-07-08","1.75"
"POLARIS","2010-02-04","1.75"
"POLARIS","2006-08-07","1.25"
"POLARIS","2007-04-04","1.25"
"POLARIS","2008-07-09","1.5"
"POLARIS","2009-02-05","1.5"
"POLARIS","2005-07-08","1.75"
"POWERGRID","2011-02-11","0.5"
"POWERGRID","2010-01-11","0.5"
"POWERGRID","2009-08-21","0.7"
"POWERGRID","2010-09-07","1"
"POWERGRID","2008-03-10","0.5"
"POWERGRID","2009-02-04","0.5"
"POWERGRID","2008-09-01","0.7"
"PRAJIND","2010-01-28","1.44"
"PRAJIND","2008-02-07","1.98"
"PRAJIND","2006-10-19","0.9"
"PRAJIND","2009-02-06","1.6"
"PTC","2009-09-17","1.2"
"PTC","2010-09-16","1.2"
"PTC","2008-07-24","1"
"PTC","2007-09-13","1"
"PTC","2006-07-05","1"
"PTC","2005-09-21","0.8"
"PUNJLLOYD","2010-07-23","0.15"
"PUNJLLOYD","2009-07-20","0.3"
"PUNJLLOYD","2006-09-13","0.2"
"PUNJLLOYD","2007-07-18","0.3"
"PUNJLLOYD","2008-07-17","0.4"
"RANBAXY","2011-04-28","2"
"RANBAXY","2007-11-01","2.5"
"RANBAXY","2008-05-21","6"
"RANBAXY","2006-06-15","6"
"RANBAXY","2006-11-02","2.5"
"RAYMOND","2011-05-18","1"
"RAYMOND","2008-05-30","2.5"
"RAYMOND","2005-05-30","4"
"RAYMOND","2007-05-30","5"
"RAYMOND","2006-06-06","5"
"RCOM","2009-08-04","0.8"
"RCOM","2010-09-13","0.85"
"RCOM","2007-07-05","0.5"
"RCOM","2008-09-19","0.75"
"RECLTD","2009-09-03","2.5"
"RECLTD","2010-08-24","3.5"
"RECLTD","2011-02-11","3.5"
"RECLTD","2008-09-08","3"
"RELCAPITAL","2007-05-30","3.5"
"RELCAPITAL","2008-06-18","5.5"
"RELCAPITAL","2010-09-13","6.5"
"RELCAPITAL","2009-06-30","6.5"
"RELCAPITAL","2005-05-30","3"
"RELIANCE","2010-05-10","7"
"RELIANCE","2008-05-08","13"
"RELINFRA","2006-05-25","3.8"
"RELINFRA","2007-06-28","5.3"
"RELINFRA","2010-05-19","7.1"
"RELINFRA","2005-05-30","1.4"
"RELINFRA","2008-07-04","6.3"
"RELMEDIA","2008-07-30","2.5"
"RELMEDIA","2005-09-20","2"
"RELMEDIA","2006-07-21","2.25"
"RELMEDIA","2007-10-19","2.5"
"RENUKA","2010-10-05","1"
"RENUKA","2009-10-06","1"
"RENUKA","2008-12-22","0.2"
"RENUKA","2005-12-21","0.2"
"RENUKA","2006-12-14","0.2"
"RENUKA","2007-12-19","0.2"
"ROLTA","2008-11-12","3"
"ROLTA","2009-11-13","3"
"ROLTA","2010-11-15","3.25"
"ROLTA","2005-11-11","3.5"
"ROLTA","2006-11-17","4"
"ROLTA","2007-11-07","5"
"RUCHISOYA","2010-09-23","0.5"
"RUCHISOYA","2009-09-17","0.5"
"RUCHISOYA","2005-09-15","0.4"
"RUCHISOYA","2006-12-21","0.44"
"RUCHISOYA","2007-09-20","0.48"
"RUCHISOYA","2008-09-18","0.5"
"SAIL","2011-01-18","1.2"
"SAIL","2009-07-30","1.3"
"SAIL","2010-02-01","1.6"
"SAIL","2010-07-29","1.7"
"SAIL","2009-01-30","1.3"
"SAIL","2007-08-08","1.5"
"SAIL","2007-02-01","1.6"
"SAIL","2008-07-31","1.8"
"SAIL","2005-08-11","1.8"
"SAIL","2008-02-01","1.9"
"SAIL","2006-08-10","0.75"
"SBIN","2005-06-17","12.5"
"SBIN","2006-06-19","14"
"SBIN","2010-06-09","20"
"SBIN","2008-05-29","21.5"
"SBIN","2011-05-20","30"
"SCI","2005-09-16","3"
"SCI","2011-02-11","3"
"SCI","2010-09-20","5"
"SCI","2009-09-18","6.5"
"SCI","2007-04-03","8.5"
"SCI","2008-09-19","4"
"SCI","2008-02-27","4.5"
"SESAGOA","2009-07-31","2.25"
"SESAGOA","2010-07-02","3.25"
"SESAGOA","2011-06-30","3.5"
"SESAGOA","2007-09-21","25"
"SESAGOA","2005-07-11","2"
"SESAGOA","2008-07-11","3"
"SIEMENS","2008-01-14","4.8"
"SIEMENS","2006-01-06","2"
"SIEMENS","2009-01-14","3"
"SIEMENS","2007-01-02","3.8"
"SINTEX","2009-09-25","1.1"
"SINTEX","2010-09-09","1.2"
"SINTEX","2005-08-30","0.4"
"SINTEX","2006-06-13","0.44"
"SINTEX","2007-06-13","0.48"
"SINTEX","2008-08-28","0.5"
"SOBHA","2009-06-11","1"
"SOBHA","2010-06-03","2.5"
"SOBHA","2007-08-02","5.5"
"SOBHA","2008-07-16","6.5"
"SREINFRA","2009-08-26","1"
"SREINFRA","2010-07-21","1.2"
"SREINFRA","2007-08-13","1"
"SREINFRA","2008-09-10","1.2"
"SREINFRA","2005-07-12","1.5"
"SREINFRA","2006-06-06","1.65"
"SRTRANSFIN","2006-12-13","1"
"SRTRANSFIN","2007-12-17","1"
"SRTRANSFIN","2010-11-08","2.5"
"SRTRANSFIN","2008-07-24","4"
"SRTRANSFIN","2010-06-03","4"
"SRTRANSFIN","2009-07-16","4"
"SRTRANSFIN","2011-06-10","4"
"SRTRANSFIN","2008-11-10","1"
"SRTRANSFIN","2005-08-30","1.5"
"SRTRANSFIN","2007-08-10","2"
"SRTRANSFIN","2006-07-13","2"
"STER","2009-09-14","3.5"
"STER","2010-05-19","3.75"
"STER","2008-08-14","2"
"STER","2005-08-23","0.6"
"STER","2006-09-08","0.625"
"STRTECH","2010-07-05","0.5"
"STRTECH","2006-08-09","0.2"
"STRTECH","2007-07-06","0.3"
"STRTECH","2008-07-23","0.4"
"STRTECH","2009-07-16","0.5"
"SUNPHARMA","2009-08-21","13.75"
"SUNPHARMA","2010-09-09","13.75"
"SUNPHARMA","2006-09-06","1.1"
"SUNPHARMA","2007-03-15","1.35"
"SUNPHARMA","2008-08-25","2.1"
"SUNPHARMA","2005-09-19","0.75"
"SUNTV","2009-08-20","1"
"SUNTV","2010-01-28","1.5"
"SUNTV","2011-02-02","5"
"SUNTV","2010-07-22","6"
"SUNTV","2006-09-13","1"
"SUNTV","2007-07-23","1"
"SUNTV","2009-02-02","1.5"
"SUNTV","2007-02-13","1.5"
"SUNTV","2008-08-12","2.5"
"SUZLON","2008-07-17","1"
"SUZLON","2006-07-06","2.5"
"SYNDIBANK","2010-06-16","3"
"SYNDIBANK","2011-06-15","3.7"
"SYNDIBANK","2006-06-19","1"
"SYNDIBANK","2008-06-13","1.3"
"SYNDIBANK","2007-06-12","1.3"
"SYNDIBANK","2005-05-20","1.4"
"SYNDIBANK","2009-06-17","1.5"
"SYNDIBANK","2009-04-20","1.5"
"SYNDIBANK","2008-03-28","1.5"
"SYNDIBANK","2006-12-06","1.5"
"TATACHEM","2005-06-29","6.5"
"TATACHEM","2006-06-29","7"
"TATACHEM","2007-07-06","8"
"TATACHEM","2008-07-18","9"
"TATACHEM","2009-07-14","9"
"TATACOMM","2006-08-11","4.5"
"TATACOMM","2008-07-24","4.5"
"TATACOMM","2007-07-13","4.5"
"TATACOMM","2009-07-22","4.5"
"TATACOMM","2005-08-30","6"
"TATAGLOBAL","2010-08-05","2"
"TATAGLOBAL","2006-07-21","12"
"TATAGLOBAL","2007-07-23","15"
"TATAGLOBAL","2009-08-13","17.5"
"TATAGLOBAL","2008-08-01","35"
"TATAGLOBAL","2005-07-21","1"
"TATAMOTORS","2008-06-16","15"
"TATAMOTORS","2005-06-23","12.5"
"TATAMOTORS","2006-06-23","13"
"TATAMOTORS","2007-06-01","15"
"TATAMTRDVR","2009-08-03","6.5"
"TATAMTRDVR","2010-08-10","15.5"
"TATAPOWER","2009-07-14","11.5"
"TATAPOWER","2008-08-18","10.5"
"TATAPOWER","2005-07-12","7.5"
"TATAPOWER","2006-07-07","8.5"
"TATAPOWER","2007-07-17","9.5"
"TATASTEEL","2010-07-12","8"
"TATASTEEL","2009-07-06","16"
"TATASTEEL","2006-05-26","13"
"TATASTEEL","2005-06-07","13"
"TATASTEEL","2007-06-08","15.5"
"TATASTEEL","2008-07-18","16"
"TCS","2008-07-31","3"
"TCS","2007-10-22","3"
"TCS","2008-01-23","3"
"TCS","2009-01-28","3"
"TCS","2007-06-15","4"
"TCS","2008-06-18","5"
"TCS","2010-06-15","14"
"TCS","2006-06-16","4.5"
"TCS","2005-07-06","5"
"TECHM","2010-07-21","3.5"
"TECHM","2007-03-21","1.5"
"TECHM","2008-10-27","4"
"TECHM","2008-07-17","5.5"
"TITAN","2009-07-10","10"
"TITAN","2005-08-12","0.2"
"TITAN","2006-08-04","0.3"
"TITAN","2007-07-11","0.5"
"TITAN","2008-07-15","0.8"
"TRIVENI","2011-02-11","0.35"
"TRIVENI","2010-05-18","0.4"
"TRIVENI","2009-12-22","0.7"
"TRIVENI","2007-12-14","0.1"
"TRIVENI","2007-06-14","0.15"
"TRIVENI","2009-05-11","0.3"
"TRIVENI","2006-11-02","0.35"
"TRIVENI","2006-06-26","0.5"
"TRIVENI","2008-12-18","0.6"
"TULIP","2010-08-18","1.6"
"TULIP","2006-09-18","0.2"
"TULIP","2008-09-18","0.4"
"TULIP","2007-09-21","0.4"
"TV-18","2007-11-16","1.25"
"TV-18","2008-05-13","1.5"
"TV-18","2007-03-22","4"
"TVSMOTOR","2007-08-10","0.15"
"TVSMOTOR","2011-01-25","0.5"
"TVSMOTOR","2010-07-26","0.5"
"TVSMOTOR","2008-08-06","0.7"
"TVSMOTOR","2006-10-27","0.7"
"TVSMOTOR","2010-01-25","0.7"
"TVSMOTOR","2009-06-29","0.7"
"TVSMOTOR","2005-06-03","0.6"
"TVSMOTOR","2006-07-03","0.6"
"UCOBANK","2009-06-16","1"
"UCOBANK","2010-06-23","1.5"
"UCOBANK","2008-06-19","1"
"UCOBANK","2005-06-01","1"
"ULTRACEMCO","2005-08-11","0.75"
"ULTRACEMCO","2009-07-09","5"
"ULTRACEMCO","2010-06-21","6"
"ULTRACEMCO","2008-07-09","5"
"UNIONBANK","2009-06-18","5"
"UNIONBANK","2010-06-24","5.5"
"UNIONBANK","2011-06-16","8"
"UNIONBANK","2005-06-07","1.5"
"UNIONBANK","2007-01-11","1.5"
"UNIONBANK","2007-06-14","2"
"UNIONBANK","2006-06-08","3.5"
"UNIONBANK","2008-06-17","4"
"UNIPHOS","2009-09-03","1.5"
"UNIPHOS","2010-08-26","2"
"UNIPHOS","2008-09-04","2"
"UNIPHOS","2005-08-17","0.8"
"UNIPHOS","2006-09-07","1"
"UNIPHOS","2007-03-21","1.2"
"UNITECH","2009-08-06","0.1"
"UNITECH","2010-09-02","0.2"
"UNITECH","2006-08-17","0.2"
"UNITECH","2008-08-25","0.25"
"UNITECH","2007-07-20","0.5"
"UNITECH","2005-09-15","0.8"
"VIDEOIND","2009-03-13","1"
"VIDEOIND","2011-06-14","1"
"VIDEOIND","2010-03-18","2"
"VIDEOIND","2006-03-16","2.5"
"VIDEOIND","2007-03-15","3.5"
"VIDEOIND","2008-03-14","3.5"
"VIJAYABANK","2009-07-02","1"
"VIJAYABANK","2010-07-02","2.5"
"VIJAYABANK","2011-06-17","2.5"
"VIJAYABANK","2007-06-18","1"
"VIJAYABANK","2006-05-11","1"
"VIJAYABANK","2006-11-06","1"
"VIJAYABANK","2008-06-12","2"
"VOLTAS","2009-07-10","1.6"
"VOLTAS","2010-07-16","2"
"VOLTAS","2007-07-06","1"
"VOLTAS","2008-06-27","1.35"
"VOLTAS","2005-07-29","0.5"
"VOLTAS","2006-07-07","0.6"
"WELCORP","2009-06-08","1.5"
"WELCORP","2006-09-21","0.5"
"WELCORP","2007-07-09","1"
"WELCORP","2008-07-29","1.5"
"WIPRO","2007-06-28","1"
"WIPRO","2011-01-27","2"
"WIPRO","2009-06-29","4"
"WIPRO","2008-06-27","4"
"WIPRO","2011-06-29","4"
"WIPRO","2005-06-29","5"
"WIPRO","2006-06-29","5"
"YESBANK","2010-06-24","1.5"
"YESBANK","2011-06-17","2.5"
"ZEEL","2009-08-06","2"
"ZEEL","2010-10-07","2"
"ZEEL","2010-04-29","2"
"ZEEL","2005-09-20","1"
"ZEEL","2006-12-18","1"
"ZEEL","2007-08-08","1.5"
"ZEEL","2008-07-17","2"
