INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
OPTIDX,BANKNIFTY,30-Jun-2011,9400,PE,0,0,0,42.35,31.2,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,9500,PE,0,0,0,51.95,40.1,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,9600,PE,0,0,0,21.75,50.9,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,9700,PE,0,0,0,27.65,63.85,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,9800,PE,0,0,0,34.8,79.25,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,9900,PE,0,0,0,45.6,97.35,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,10000,PE,0,0,0,99,118.35,0,0,25,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,10100,PE,0,0,0,150,142.9,0,0,1675,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,10200,PE,0,0,0,123.25,169.9,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,10300,PE,145,145,145,145,145,20,52.22,1600,500,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,10400,PE,0,0,0,158.15,235.75,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,10500,PE,250,284.9,200,200,200,30,80.5,2225,175,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,10600,PE,193,278,193,278,278,5,13.52,150,125,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,10700,PE,370,370,370,370,370,1,2.76,50,25,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,10800,PE,0,0,0,249.05,413.3,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,10900,PE,0,0,0,276.25,467.45,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,11000,PE,474,479.1,474,479,479,3,8.6,25,-25,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,11100,PE,0,0,0,336.45,586.85,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,11200,PE,0,0,0,369.9,651.9,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,11300,PE,0,0,0,405.45,720.35,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,11400,PE,0,0,0,443.15,791.95,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,11500,PE,0,0,0,720,867.15,0,0,25,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,11600,PE,0,0,0,525,944.15,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,11700,PE,0,0,0,569.15,1024.1,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,11800,PE,0,0,0,615.45,1106.4,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,11900,PE,0,0,0,663.8,1190.8,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,12000,PE,0,0,0,714.4,1277.1,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,12100,PE,0,0,0,767.05,1365.2,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,12200,PE,0,0,0,821.8,1454.75,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,12300,PE,0,0,0,878.6,1545.7,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,12400,PE,0,0,0,937.35,1637.85,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,12500,PE,0,0,0,998.1,1731.05,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,12600,PE,0,0,0,1060.75,1825.15,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,12700,PE,0,0,0,1125.3,1920.05,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,12800,PE,0,0,0,1191.6,2015.6,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,12900,PE,0,0,0,1259.65,2111.75,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,13000,PE,0,0,0,1329.4,2208.4,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,13100,PE,0,0,0,1400.8,2305.4,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,13200,PE,0,0,0,1474.35,2402.8,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,13300,PE,0,0,0,1548.95,2500.45,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,13400,PE,0,0,0,1539.35,2598.35,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,30-Jun-2011,13500,PE,0,0,0,1510.3,2696.45,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9000,CE,0,0,0,1809.45,1856.35,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9100,CE,0,0,0,1877.4,1765.75,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9200,CE,0,0,0,1789.75,1676.5,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9300,CE,0,0,0,1865.7,1588.8,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9400,CE,0,0,0,1779.7,1502.75,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9500,CE,0,0,0,1695.25,1418.5,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9600,CE,0,0,0,1895.3,1336.25,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9700,CE,0,0,0,1806.65,1256.15,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9800,CE,0,0,0,1719.4,1178.3,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9900,CE,0,0,0,1844.2,1102.85,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10000,CE,0,0,0,1755.8,1030.25,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10100,CE,0,0,0,1857.7,959.45,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10200,CE,0,0,0,1769.4,892,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10300,CE,0,0,0,1682.55,827.35,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10400,CE,0,0,0,1597.25,765.6,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10500,CE,0,0,0,1513.65,706.8,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10600,CE,0,0,0,1431.9,650.95,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10700,CE,0,0,0,1352.1,598.1,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10800,CE,0,0,0,1274.4,548.2,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10900,CE,0,0,0,1198.9,501.3,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11000,CE,0,0,0,1126.1,457.3,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11100,CE,0,0,0,1055.2,416.2,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11200,CE,0,0,0,986.45,377.85,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11300,CE,0,0,0,920.8,342.25,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11400,CE,0,0,0,857.75,309.25,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11500,CE,0,0,0,797.45,278.75,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11600,CE,0,0,0,739.85,250.7,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11700,CE,0,0,0,685,225.45,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11800,CE,0,0,0,632.95,202,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11900,CE,0,0,0,583.55,180.1,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12000,CE,0,0,0,536.95,160.55,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12100,CE,0,0,0,493.05,142.8,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12200,CE,0,0,0,451.8,126.7,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12300,CE,0,0,0,413.15,112.2,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12400,CE,0,0,0,377,99.1,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12500,CE,0,0,0,343.35,87.35,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12600,CE,0,0,0,312,76.85,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12700,CE,0,0,0,282.95,67.45,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12800,CE,0,0,0,256.1,59.1,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12900,CE,0,0,0,231.9,51.65,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,13000,CE,0,0,0,209.25,45.1,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,13100,CE,0,0,0,187.9,39.25,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,13200,CE,0,0,0,168.75,34.1,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,13300,CE,0,0,0,151.25,29.6,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9000,PE,0,0,0,46.65,32.75,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9100,PE,0,0,0,52.75,40.35,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9200,PE,0,0,0,62.95,49.35,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9300,PE,0,0,0,66.9,59.85,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9400,PE,0,0,0,78.75,72.05,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9500,PE,0,0,0,92.1,86,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9600,PE,0,0,0,45.5,102,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9700,PE,0,0,0,54.7,120.1,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9800,PE,0,0,0,65.35,140.5,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,9900,PE,0,0,0,46.55,163.25,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10000,PE,0,0,0,56,188.9,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10100,PE,0,0,0,47.1,216.35,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10200,PE,0,0,0,56.55,247.1,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10300,PE,0,0,0,67.45,280.65,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10400,PE,0,0,0,79.9,317.15,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10500,PE,0,0,0,94.05,356.55,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10600,PE,0,0,0,110.1,398.95,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10700,PE,0,0,0,128.05,444.35,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10800,PE,0,0,0,148.1,492.65,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,10900,PE,0,0,0,170.35,544,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11000,PE,0,0,0,195.35,598.25,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11100,PE,0,0,0,222.2,655.35,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11200,PE,0,0,0,251.25,715.25,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11300,PE,0,0,0,283.35,777.85,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11400,PE,0,0,0,318.1,843.1,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11500,PE,0,0,0,355.5,910.85,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11600,PE,0,0,0,395.7,981,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11700,PE,0,0,0,438.6,1053.95,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11800,PE,0,0,0,484.3,1128.75,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,11900,PE,0,0,0,532.7,1205.1,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12000,PE,0,0,0,583.85,1283.75,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12100,PE,0,0,0,637.7,1364.2,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12200,PE,0,0,0,694.25,1446.35,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12300,PE,0,0,0,753.35,1530.05,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12400,PE,0,0,0,814.95,1615.25,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12500,PE,0,0,0,879.05,1701.7,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12600,PE,0,0,0,945.5,1789.45,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12700,PE,0,0,0,1014.2,1878.25,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12800,PE,0,0,0,1085.1,1968.15,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,12900,PE,0,0,0,1158.7,2058.95,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,13000,PE,0,0,0,1233.75,2150.55,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,13100,PE,0,0,0,1310.2,2242.95,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,13200,PE,0,0,0,1388.8,2336.05,0,0,0,0,20-MAY-2011,
OPTIDX,BANKNIFTY,28-Jul-2011,13300,PE,0,0,0,1469.1,2429.75,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,4900,CE,0,0,0,1694,1722.4,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5000,CE,0,0,0,1731.15,1622.55,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5100,CE,0,0,0,1731.45,1522.7,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5200,CE,0,0,0,1635.1,1422.85,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5300,CE,0,0,0,1539.3,1323,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5400,CE,0,0,0,1444.25,1223.15,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5500,CE,0,0,0,1350.2,1123.25,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5600,CE,0,0,0,1257.5,1023.4,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5700,CE,0,0,0,1166.4,923.55,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5800,CE,0,0,0,1077.2,823.7,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5900,CE,0,0,0,990.35,723.85,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6000,CE,0,0,0,906.2,624,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6100,CE,0,0,0,825.1,524.35,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6200,CE,0,0,0,747.45,425.35,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6300,CE,0,0,0,673.75,328.7,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6400,CE,0,0,0,603.5,237.7,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6500,CE,0,0,0,537.95,157.7,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6600,CE,0,0,0,476.8,94.05,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6700,CE,0,0,0,420.25,49.55,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6800,CE,0,0,0,368.3,22.8,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6900,CE,0,0,0,320.9,9.05,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7000,CE,0,0,0,278,3.1,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7100,CE,0,0,0,239.5,0.9,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7200,CE,0,0,0,205.15,0.25,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7300,CE,0,0,0,174.7,0.05,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7400,CE,0,0,0,147.95,0.05,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7500,CE,0,0,0,125.05,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7600,CE,0,0,0,104.6,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7700,CE,0,0,0,87.2,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7800,CE,0,0,0,72.3,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7900,CE,0,0,0,59.65,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8000,CE,0,0,0,48.95,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8100,CE,0,0,0,39.95,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8200,CE,0,0,0,32.45,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8300,CE,0,0,0,26.25,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8400,CE,0,0,0,33.4,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8500,CE,0,0,0,21.05,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8600,CE,0,0,0,15.25,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8700,CE,0,0,0,17.7,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8800,CE,0,0,0,14.3,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8900,CE,0,0,0,10.95,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,4900,PE,0,0,0,0.4,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5000,PE,0,0,0,0.65,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5100,PE,0,0,0,2.05,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5200,PE,0,0,0,3.25,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5300,PE,0,0,0,5.05,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5400,PE,0,0,0,7.6,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5500,PE,0,0,0,11.15,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5600,PE,0,0,0,16,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5700,PE,0,0,0,22.5,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5800,PE,0,0,0,30.9,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,5900,PE,0,0,0,41.65,0,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6000,PE,0,0,0,55.1,0.05,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6100,PE,0,0,0,71.6,0.25,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6200,PE,0,0,0,91.5,1.1,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6300,PE,0,0,0,115.4,4.3,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6400,PE,0,0,0,142.75,13.2,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6500,PE,0,0,0,174.75,33,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6600,PE,0,0,0,211.2,69.25,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6700,PE,0,0,0,252.25,124.6,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6800,PE,0,0,0,297.9,197.7,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,6900,PE,0,0,0,348.05,283.8,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7000,PE,0,0,0,402.75,377.7,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7100,PE,0,0,0,461.85,475.35,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7200,PE,0,0,0,525.05,574.55,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7300,PE,0,0,0,592.25,674.25,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7400,PE,0,0,0,663.1,774.05,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7500,PE,0,0,0,737.75,873.9,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7600,PE,0,0,0,814.9,973.75,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7700,PE,0,0,0,895.05,1073.65,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7800,PE,0,0,0,977.75,1173.5,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,7900,PE,0,0,0,1062.7,1273.35,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8000,PE,0,0,0,1149.6,1373.2,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8100,PE,0,0,0,1238.2,1473.05,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8200,PE,0,0,0,1328.3,1572.9,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8300,PE,0,0,0,1419.65,1672.75,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8400,PE,0,0,0,1411.65,1772.65,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8500,PE,0,0,0,1465.9,1872.5,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8600,PE,0,0,0,1492,1972.35,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8700,PE,0,0,0,1435.2,2072.2,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8800,PE,0,0,0,1420.1,2172.05,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,26-May-2011,8900,PE,0,0,0,1515.3,2271.9,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,4900,CE,0,0,0,1678.2,1767.2,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,5000,CE,0,0,0,1720.05,1668.3,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,5100,CE,0,0,0,1665.45,1569.35,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,5200,CE,0,0,0,1758.05,1470.5,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,5300,CE,0,0,0,1666.55,1371.7,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,5400,CE,0,0,0,1576.55,1273.1,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,5500,CE,0,0,0,1791.85,1174.75,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,5600,CE,0,0,0,1697,1076.95,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,5700,CE,0,0,0,1603.1,980.05,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,5800,CE,0,0,0,1510.25,884.4,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,5900,CE,0,0,0,1418.75,790.7,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,6000,CE,0,0,0,1328.8,699.7,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,6100,CE,0,0,0,1240.65,612.1,0,0,0,0,20-MAY-2011,
OPTIDX,CNXIT,30-Jun-2011,6200,CE,0,0,0,1154.65,528.95,0,0,0,0,20-MAY-2011,
