INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
OPTSTK,KSOILS,28-Jul-2011,35,CE,0,0,0,2.5,0.25,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,37.5,CE,0,0,0,1.65,0.1,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,40,CE,0,0,0,1.05,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,42.5,CE,0,0,0,0.7,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,45,CE,0,0,0,0.4,0,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,47.5,CE,0,0,0,0.25,0,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,50,CE,0,0,0,0.15,0,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,52.5,CE,0,0,0,0.1,0,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,55,CE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,15,PE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,17.5,PE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,20,PE,0,0,0,0.05,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,22.5,PE,0,0,0,0.1,0.15,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,25,PE,0,0,0,0.25,0.5,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,27.5,PE,0,0,0,0.6,1.3,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,30,PE,0,0,0,1.2,2.65,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,32.5,PE,0,0,0,2.2,4.45,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,35,PE,0,0,0,3.45,6.55,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,37.5,PE,0,0,0,5.05,8.85,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,40,PE,0,0,0,6.95,11.25,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,42.5,PE,0,0,0,9,13.7,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,45,PE,0,0,0,11.15,16.15,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,47.5,PE,0,0,0,13.45,18.6,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,50,PE,0,0,0,15.8,21.05,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,52.5,PE,0,0,0,18.2,23.5,0,0,0,0,20-MAY-2011,
OPTSTK,KSOILS,28-Jul-2011,55,PE,0,0,0,20.6,25.95,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,50,CE,0,0,0,57.25,56.4,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,55.4,CE,0,0,0,57.55,51,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,60,CE,0,0,0,47.6,46.4,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,64.65,CE,0,0,0,48.05,41.75,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,70,CE,0,0,0,38.25,36.4,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,73.9,CE,0,0,0,39,32.55,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,75,CE,0,0,0,26.25,31.45,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,80,CE,0,0,0,29.6,26.45,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,83.15,CE,0,0,0,30.75,23.3,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,85,CE,0,0,0,17.85,21.45,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,90,CE,0,0,0,22,16.45,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,92.35,CE,0,0,0,23.6,14.1,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,95,CE,0,0,0,11.1,11.45,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,100,CE,0,0,0,15.8,6.65,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,101.6,CE,0,0,0,17.6,5.25,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,105,CE,0,0,0,6.35,2.75,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,110,CE,0,0,0,3.85,0.7,0,0,2165,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,110.85,CE,0,0,0,12.8,0.5,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,115,CE,0,0,0,1.15,0.1,0,0,2165,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,120,CE,0,0,0,1,0.05,0,0,12990,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,120.05,CE,0,0,0,9.15,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,125,CE,0,0,0,1.65,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,129.3,CE,0,0,0,6.45,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,130,CE,0,0,0,4.85,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,138.55,CE,0,0,0,4.45,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,140,CE,0,0,0,3.15,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,147.8,CE,0,0,0,3.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,150,CE,0,0,0,2,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,157,CE,0,0,0,2.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,160,CE,0,0,0,1.25,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,166.25,CE,0,0,0,1.4,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,170,CE,0,0,0,0.8,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,175.5,CE,0,0,0,0.95,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,184.75,CE,0,0,0,0.65,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,193.95,CE,0,0,0,0.4,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,203.2,CE,0,0,0,0.3,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,50,PE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,55.4,PE,0,0,0,0.1,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,60,PE,0,0,0,0.15,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,64.65,PE,0,0,0,0.35,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,70,PE,0,0,0,0.55,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,73.9,PE,0,0,0,1.1,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,75,PE,0,0,0,0.5,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,80,PE,0,0,0,1.65,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,83.15,PE,0,0,0,2.6,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,85,PE,0,0,0,1.9,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,90,PE,0,0,0,3.85,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,92.35,PE,0,0,0,5.15,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,95,PE,0,0,0,5,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,100,PE,0,0,0,2.6,0.2,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,101.6,PE,0,0,0,8.95,0.4,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,105,PE,0,0,0,10.05,1.3,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,110,PE,0,0,0,12.3,4.2,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,110.85,PE,0,0,0,5.95,4.9,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,115,PE,0,0,0,16.85,8.65,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,120,PE,0,0,0,18.5,13.55,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,120.05,PE,0,0,0,20,13.6,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,125,PE,0,0,0,25,18.55,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,129.3,PE,0,0,0,27.05,22.85,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,130,PE,0,0,0,25.75,23.55,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,138.55,PE,0,0,0,34.85,32.05,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,140,PE,0,0,0,33.8,33.5,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,147.8,PE,0,0,0,43.2,41.3,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,150,PE,0,0,0,42.45,43.5,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,157,PE,0,0,0,51.95,50.5,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,160,PE,0,0,0,51.45,53.5,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,166.25,PE,0,0,0,61.05,59.75,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,170,PE,0,0,0,60.75,63.5,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,175.5,PE,0,0,0,70.35,68.95,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,184.75,PE,0,0,0,79.8,78.2,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,193.95,PE,0,0,0,89.35,87.4,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,26-May-2011,203.2,PE,0,0,0,99,96.65,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,50,CE,0,0,0,58.7,56.85,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,60,CE,0,0,0,49,46.95,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,70,CE,0,0,0,39.35,37.05,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,80,CE,0,0,0,30.05,27.2,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,90,CE,0,0,0,21.65,17.6,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,100,CE,0,0,0,14.6,9.4,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,110,CE,0,0,0,9.3,3.9,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,120,CE,0,0,0,5.55,1.25,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,130,CE,0,0,0,3.2,0.3,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,140,CE,0,0,0,1.75,0.1,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,150,CE,0,0,0,0.9,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,160,CE,0,0,0,0.5,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,170,CE,0,0,0,0.25,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,180,CE,0,0,0,0.15,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,190,CE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,200,CE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,50,PE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,60,PE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,70,PE,0,0,0,0.15,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,80,PE,0,0,0,0.6,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,90,PE,0,0,0,1.95,0.35,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,100,PE,0,0,0,4.65,2,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,110,PE,0,0,0,9.1,6.45,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,120,PE,0,0,0,15.1,13.7,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,130,PE,0,0,0,22.5,22.65,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,140,PE,0,0,0,30.8,32.3,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,150,PE,0,0,0,39.75,42.15,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,160,PE,0,0,0,49.05,52.05,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,170,PE,0,0,0,58.55,61.9,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,180,PE,0,0,0,68.2,71.8,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,190,PE,0,0,0,77.9,81.7,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,30-Jun-2011,200,PE,0,0,0,87.6,91.6,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,50,CE,0,0,0,67.95,57.2,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,60,CE,0,0,0,58.15,47.4,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,70,CE,0,0,0,48.4,37.55,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,80,CE,0,0,0,38.8,27.85,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,90,CE,0,0,0,29.6,18.75,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,100,CE,0,0,0,21.35,11.1,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,110,CE,0,0,0,14.5,5.7,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,120,CE,0,0,0,9.3,2.55,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,130,CE,0,0,0,5.65,1,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,140,CE,0,0,0,3.25,0.35,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,150,CE,0,0,0,1.8,0.15,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,160,CE,0,0,0,0.95,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,170,CE,0,0,0,0.5,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,180,CE,0,0,0,0.25,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,190,CE,0,0,0,0.15,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,200,CE,0,0,0,0.1,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,50,PE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,60,PE,0,0,0,0.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,70,PE,0,0,0,0.05,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,80,PE,0,0,0,0.2,0.15,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,90,PE,0,0,0,0.8,0.85,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,100,PE,0,0,0,2.35,3,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,110,PE,0,0,0,5.25,7.45,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,120,PE,0,0,0,9.8,14.1,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,130,PE,0,0,0,15.95,22.4,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,140,PE,0,0,0,23.35,31.6,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,150,PE,0,0,0,31.65,41.15,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,160,PE,0,0,0,40.6,50.9,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,170,PE,0,0,0,49.9,60.7,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,180,PE,0,0,0,59.45,70.55,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,190,PE,0,0,0,69.1,80.35,0,0,0,0,20-MAY-2011,
OPTSTK,KTKBANK,28-Jul-2011,200,PE,0,0,0,78.8,90.2,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,100,CE,0,0,0,83.45,114.2,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,110,CE,0,0,0,74.3,104.25,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,120,CE,0,0,0,65.5,94.25,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,130,CE,0,0,0,57.2,84.25,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,140,CE,0,0,0,49.5,74.25,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,150,CE,0,0,0,42.45,64.3,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,160,CE,0,0,0,36.1,54.3,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,170,CE,0,0,0,30.5,44.3,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,180,CE,0,0,0,25.6,34.35,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,190,CE,0,0,0,34,24.45,0,0,7500,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,200,CE,9.6,17.05,9.6,15.7,15.7,58,154.39,116250,-36250,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,210,CE,2.6,7.95,2.45,6.35,6.35,644,1733.7,610000,-1250,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,220,CE,0.5,1.95,0.5,1.45,1.45,782,2163.73,1021250,-160000,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,230,CE,0.3,0.5,0.25,0.35,0.35,129,371.44,1316250,-23750,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,240,CE,0.2,0.2,0.15,0.15,0.15,22,66.04,578750,-2500,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,250,CE,0.1,0.1,0.1,0.1,0.1,2,6.25,213750,-2500,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,260,CE,0,0,0,0.1,0,0,0,1250,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,270,CE,0,0,0,4.3,0,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,280,CE,0,0,0,3.5,0,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,290,CE,0,0,0,3.2,0,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,100,PE,0,0,0,0.5,0,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,110,PE,0,0,0,1.1,0,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,120,PE,0,0,0,2.05,0,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,130,PE,0,0,0,3.5,0,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,140,PE,0,0,0,5.55,0,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,150,PE,0,0,0,8.3,0,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,160,PE,0,0,0,11.7,0,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,170,PE,0,0,0,15.85,0,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,180,PE,0.15,0.15,0.15,0.15,0.15,1,2.25,42500,-1250,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,190,PE,0.4,0.5,0.2,0.2,0.2,39,92.75,146250,-18750,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,200,PE,1.55,1.55,0.35,0.6,0.6,186,466.82,420000,-5000,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,210,PE,5.25,5.25,1.4,1.75,1.75,296,785.89,302500,140000,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,220,PE,12.45,12.45,5,6.6,6.6,40,114.12,155000,-16250,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,230,PE,19.6,19.6,19.6,19.6,19.6,1,3.12,41250,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,240,PE,0,0,0,36,25.8,0,0,1250,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,250,PE,0,0,0,69.95,35.65,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,260,PE,0,0,0,78.5,45.6,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,270,PE,0,0,0,87.25,55.6,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,280,PE,0,0,0,96.2,65.55,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,26-May-2011,290,PE,0,0,0,98.55,75.55,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,130,CE,0,0,0,99.65,85.45,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,140,CE,0,0,0,90.25,75.55,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,150,CE,0,0,0,81.1,65.75,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,160,CE,0,0,0,72.25,56.05,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,170,CE,0,0,0,63.85,46.65,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,180,CE,0,0,0,55.95,37.75,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,190,CE,0,0,0,48.6,29.65,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,200,CE,0,0,0,15,22.5,0,0,1250,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,210,CE,10,12.9,10,11.3,11.3,27,74.66,22500,15000,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,220,CE,5.5,8,5.5,6.75,6.75,59,167.47,55000,26250,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,230,CE,2.6,4.35,2.6,3.7,3.7,19,55.48,18750,8750,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,240,CE,0,0,0,2.3,5.35,0,0,1250,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,250,CE,0,0,0,17.9,3.45,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,260,CE,0,0,0,14.85,2.15,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,270,CE,0,0,0,12.25,1.35,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,280,CE,0,0,0,10.05,0.8,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,290,CE,0,0,0,8.2,0.45,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,130,PE,0,0,0,0.3,0,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,140,PE,0,0,0,0.65,0.05,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,150,PE,0,0,0,1.25,0.1,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,160,PE,0,0,0,2.15,0.3,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,170,PE,0,0,0,3.5,0.8,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,180,PE,0,0,0,5.35,1.8,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,190,PE,0,0,0,7.75,3.55,0,0,0,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,200,PE,0,0,0,3.5,6.35,0,0,1250,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,210,PE,7.6,7.6,5.3,5.3,5.3,3,8.1,3750,1250,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,220,PE,0,0,0,11.5,15.35,0,0,66250,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,230,PE,0,0,0,18,21.55,0,0,1250,0,20-MAY-2011,
OPTSTK,LICHSGFIN,30-Jun-2011,240,PE,0,0,0,29.4,28.75,0,0,0,0,20-MAY-2011,
