INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTIONTYPE,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,CNXIT,28-Apr-2005,0,XX,2949,2949,2905.6,2938.95,2938.95,283,828.28,17900,3500,1-APR-2005,
FUTIDX,CNXIT,26-May-2005,0,XX,0,0,0,2960,2973.6,0,0,0,0,1-APR-2005,
FUTIDX,CNXIT,30-Jun-2005,0,XX,0,0,0,2968.05,2991.1,0,0,0,0,1-APR-2005,
FUTIDX,NIFTY,28-Apr-2005,0,XX,2028,2064.9,2015.6,2060.9,2060.9,154647,315477.75,14234500,420300,1-APR-2005,
FUTIDX,NIFTY,26-May-2005,0,XX,2026,2064.8,2015.3,2059.4,2059.4,776,1585.55,80000,2600,1-APR-2005,
FUTIDX,NIFTY,30-Jun-2005,0,XX,2026,2064.65,2025,2064.65,2064.65,10,20.42,700,700,1-APR-2005,
FUTINT,NSE10Y06,28-Apr-2005,0,XX,0,0,0,94.23,94.03,0,0,0,0,1-APR-2005,
FUTINT,NSE10Y06,26-May-2005,0,XX,0,0,0,94.46,93.99,0,0,0,0,1-APR-2005,
FUTINT,NSE10Y06,30-Jun-2005,0,XX,0,0,0,97.95,93.9,0,0,0,0,1-APR-2005,
FUTINT,NSE10Y06,29-Sep-2005,0,XX,0,0,0,93.42,93.67,0,0,0,0,1-APR-2005,
FUTINT,NSE10Y06,29-Dec-2005,0,XX,0,0,0,93.87,93.42,0,0,0,0,1-APR-2005,
FUTINT,NSE10Y06,30-Mar-2006,0,XX,0,0,0,93.16,93.14,0,0,0,0,1-APR-2005,
FUTINT,NSE10YZC,28-Apr-2005,0,XX,0,0,0,51.02,50.62,0,0,0,0,1-APR-2005,
FUTINT,NSE10YZC,26-May-2005,0,XX,0,0,0,51.04,50.58,0,0,0,0,1-APR-2005,
FUTINT,NSE10YZC,30-Jun-2005,0,XX,0,0,0,53.37,50.52,0,0,0,0,1-APR-2005,
FUTINT,NSE10YZC,29-Sep-2005,0,XX,0,0,0,50.37,50.35,0,0,0,0,1-APR-2005,
FUTINT,NSE10YZC,29-Dec-2005,0,XX,0,0,0,50.64,50.18,0,0,0,0,1-APR-2005,
FUTINT,NSE10YZC,30-Mar-2006,0,XX,0,0,0,50.02,50.01,0,0,0,0,1-APR-2005,
FUTINT,NSETB91D,28-Apr-2005,0,XX,0,0,0,96.01,94.71,0,0,0,0,1-APR-2005,
FUTINT,NSETB91D,26-May-2005,0,XX,0,0,0,95.35,95.18,0,0,0,0,1-APR-2005,
FUTINT,NSETB91D,30-Jun-2005,0,XX,0,0,0,99.67,95.72,0,0,0,0,1-APR-2005,
FUTINT,NSETB91D,29-Sep-2005,0,XX,0,0,0,98.82,97.13,0,0,0,0,1-APR-2005,
FUTINT,NSETB91D,29-Dec-2005,0,XX,0,0,0,99.64,98.57,0,0,0,0,1-APR-2005,
FUTINT,NSETB91D,30-Mar-2006,0,XX,0,0,0,100.04,100.03,0,0,0,0,1-APR-2005,
FUTSTK,ACC,28-Apr-2005,0,XX,359,362.9,356,362.5,362.5,1986,5368.32,4245000,94500,1-APR-2005,
FUTSTK,ACC,26-May-2005,0,XX,0,0,0,362,367.35,0,0,3000,0,1-APR-2005,
FUTSTK,ACC,30-Jun-2005,0,XX,0,0,0,366.1,369.5,0,0,0,0,1-APR-2005,
FUTSTK,ANDHRABANK,28-Apr-2005,0,XX,109.35,111.6,106.75,111.25,111.25,6318,15946.53,5885700,531300,1-APR-2005,
FUTSTK,ANDHRABANK,26-May-2005,0,XX,108,112,107.6,111.55,111.55,23,58.24,41400,4600,1-APR-2005,
FUTSTK,ANDHRABANK,30-Jun-2005,0,XX,0,0,0,109.75,112.05,0,0,0,0,1-APR-2005,
FUTSTK,ARVINDMILL,28-Apr-2005,0,XX,117.75,120.5,114.85,119.8,119.8,2938,7460.5,11943250,582650,1-APR-2005,
FUTSTK,ARVINDMILL,26-May-2005,0,XX,116.8,121.4,116.8,120.45,120.45,14,35.82,83850,15050,1-APR-2005,
FUTSTK,ARVINDMILL,30-Jun-2005,0,XX,126.3,126.3,126.3,126.3,120.45,1,2.71,2150,2150,1-APR-2005,
FUTSTK,BAJAJAUTO,28-Apr-2005,0,XX,1055.45,1081.95,1050.05,1079.8,1079.8,970,2073.19,187000,-18200,1-APR-2005,
FUTSTK,BAJAJAUTO,26-May-2005,0,XX,1016,1091.95,1016,1091.95,1091.95,11,23.87,2800,0,1-APR-2005,
FUTSTK,BAJAJAUTO,30-Jun-2005,0,XX,0,0,0,1098.75,1105.9,0,0,0,0,1-APR-2005,
FUTSTK,BANKBARODA,28-Apr-2005,0,XX,219,224.8,218.2,223.85,223.85,1234,3840.66,2044000,106400,1-APR-2005,
FUTSTK,BANKBARODA,26-May-2005,0,XX,221.95,224.7,221.75,224.7,224.7,5,15.58,32200,1400,1-APR-2005,
FUTSTK,BANKBARODA,30-Jun-2005,0,XX,0,0,0,221.1,225.25,0,0,0,0,1-APR-2005,
FUTSTK,BANKINDIA,28-Apr-2005,0,XX,104.2,106.1,99.75,105.4,105.4,4536,8916.07,4755700,473100,1-APR-2005,
FUTSTK,BANKINDIA,26-May-2005,0,XX,102.4,106,102.25,105.95,105.95,7,13.81,20900,5700,1-APR-2005,
FUTSTK,BANKINDIA,30-Jun-2005,0,XX,0,0,0,105.25,106.15,0,0,0,0,1-APR-2005,
FUTSTK,BEL,28-Apr-2005,0,XX,665,680,659.6,677.6,677.6,275,1015.64,237600,24200,1-APR-2005,
FUTSTK,BEL,26-May-2005,0,XX,0,0,0,650,680.95,0,0,1650,0,1-APR-2005,
FUTSTK,BEL,30-Jun-2005,0,XX,0,0,0,678.5,684.95,0,0,0,0,1-APR-2005,
FUTSTK,BHEL,28-Apr-2005,0,XX,776,797.3,770.1,793.8,793.8,4695,11085.58,1290000,43800,1-APR-2005,
FUTSTK,BHEL,26-May-2005,0,XX,827,827,827,827,827,1,2.48,3000,0,1-APR-2005,
FUTSTK,BHEL,30-Jun-2005,0,XX,0,0,0,778.2,813.85,0,0,0,0,1-APR-2005,
FUTSTK,BPCL,28-Apr-2005,0,XX,354,371.4,350.4,368.7,368.7,2209,4424.35,2223650,-112200,1-APR-2005,
FUTSTK,BPCL,26-May-2005,0,XX,369.5,378,364,364,371.45,6,12.22,3850,550,1-APR-2005,
FUTSTK,BPCL,30-Jun-2005,0,XX,0,0,0,358.95,373.65,0,0,0,0,1-APR-2005,
FUTSTK,CANBK,28-Apr-2005,0,XX,203,208.2,200.4,207.35,207.35,1929,6311.84,3123200,100800,1-APR-2005,
FUTSTK,CANBK,26-May-2005,0,XX,204.6,209,204.6,209,209,3,9.92,3200,1600,1-APR-2005,
FUTSTK,CANBK,30-Jun-2005,0,XX,0,0,0,203.1,209.15,0,0,0,0,1-APR-2005,
FUTSTK,CIPLA,28-Apr-2005,0,XX,257.9,261.25,256.5,260.8,260.8,1652,4289.41,4053000,111000,1-APR-2005,
FUTSTK,CIPLA,26-May-2005,0,XX,263.95,263.95,260,260,261.45,3,7.83,4000,-1000,1-APR-2005,
FUTSTK,CIPLA,30-Jun-2005,0,XX,0,0,0,259.75,263,0,0,0,0,1-APR-2005,
FUTSTK,DRREDDY,28-Apr-2005,0,XX,744.8,749.95,743,748.15,748.15,997,1490.41,1466600,19800,1-APR-2005,
FUTSTK,DRREDDY,26-May-2005,0,XX,0,0,0,743,750.4,0,0,800,0,1-APR-2005,
FUTSTK,DRREDDY,30-Jun-2005,0,XX,0,0,0,750.5,754.8,0,0,0,0,1-APR-2005,
FUTSTK,GAIL,28-Apr-2005,0,XX,215.45,220.9,213.05,220.25,220.25,2393,7805.04,9093000,141000,1-APR-2005,
FUTSTK,GAIL,26-May-2005,0,XX,218.85,218.85,218.85,218.85,221.15,1,3.28,21000,1500,1-APR-2005,
FUTSTK,GAIL,30-Jun-2005,0,XX,0,0,0,215.5,222.45,0,0,0,0,1-APR-2005,
FUTSTK,GRASIM,28-Apr-2005,0,XX,1170.15,1240,1170.15,1235.7,1235.7,1447,3103.09,694575,76825,1-APR-2005,
FUTSTK,GRASIM,26-May-2005,0,XX,0,0,0,1195.25,1240.95,0,0,1050,0,1-APR-2005,
FUTSTK,GRASIM,30-Jun-2005,0,XX,0,0,0,1233.1,1248.25,0,0,0,0,1-APR-2005,
FUTSTK,GUJAMBCEM,28-Apr-2005,0,XX,406,416,401,414.5,414.5,2684,6035.25,3191100,26400,1-APR-2005,
FUTSTK,GUJAMBCEM,26-May-2005,0,XX,415,415,415,415,418.1,1,2.28,550,-550,1-APR-2005,
FUTSTK,GUJAMBCEM,30-Jun-2005,0,XX,0,0,0,406.65,420.55,0,0,0,0,1-APR-2005,
FUTSTK,HCLTECH,28-Apr-2005,0,XX,371.55,383,367.2,380.7,380.7,2621,6398.3,1384500,156000,1-APR-2005,
FUTSTK,HCLTECH,26-May-2005,0,XX,379.05,379.05,379.05,379.05,387.1,1,2.46,650,-650,1-APR-2005,
FUTSTK,HCLTECH,30-Jun-2005,0,XX,0,0,0,378.25,389.4,0,0,0,0,1-APR-2005,
FUTSTK,HDFC,28-Apr-2005,0,XX,728,730,711.55,721.45,721.45,831,1792.23,520500,72900,1-APR-2005,
FUTSTK,HDFC,26-May-2005,0,XX,0,0,0,717,723.3,0,0,3000,0,1-APR-2005,
FUTSTK,HDFC,30-Jun-2005,0,XX,0,0,0,740.2,727.55,0,0,0,0,1-APR-2005,
FUTSTK,HDFCBANK,28-Apr-2005,0,XX,548.1,552,539,548.6,548.6,1034,2252.33,586800,77200,1-APR-2005,
FUTSTK,HDFCBANK,26-May-2005,0,XX,0,0,0,555,556.65,0,0,13600,0,1-APR-2005,
FUTSTK,HDFCBANK,30-Jun-2005,0,XX,0,0,0,553.25,559.95,0,0,0,0,1-APR-2005,
FUTSTK,HEROHONDA,28-Apr-2005,0,XX,550,552,540,543.25,543.25,1037,2258.28,432800,108800,1-APR-2005,
FUTSTK,HEROHONDA,26-May-2005,0,XX,530.15,530.15,530.15,530.15,549.55,1,2.12,400,400,1-APR-2005,
FUTSTK,HEROHONDA,30-Jun-2005,0,XX,0,0,0,556.45,552.8,0,0,0,0,1-APR-2005,
FUTSTK,HINDALC0,28-Apr-2005,0,XX,1299.9,1360,1293,1351.9,1351.9,1891,3759.52,620250,4350,1-APR-2005,
FUTSTK,HINDALC0,26-May-2005,0,XX,0,0,0,1385,1366.9,0,0,0,0,1-APR-2005,
FUTSTK,HINDALC0,30-Jun-2005,0,XX,0,0,0,1315.45,1374.95,0,0,0,0,1-APR-2005,
FUTSTK,HINDLEVER,28-Apr-2005,0,XX,133,133.75,131.55,133.05,133.05,1024,2710.06,10898000,526000,1-APR-2005,
FUTSTK,HINDLEVER,26-May-2005,0,XX,132.4,133.9,132.4,133.9,133.9,6,15.93,60000,10000,1-APR-2005,
FUTSTK,HINDLEVER,30-Jun-2005,0,XX,133,133,133,133,134.25,1,2.66,2000,2000,1-APR-2005,
FUTSTK,HINDPETRO,28-Apr-2005,0,XX,307.95,322.9,304,321.95,321.95,4365,8952.91,4713150,-546650,1-APR-2005,
FUTSTK,HINDPETRO,26-May-2005,0,XX,309.95,325,309.95,323.75,323.75,9,18.56,13000,650,1-APR-2005,
FUTSTK,HINDPETRO,30-Jun-2005,0,XX,0,0,0,309.05,327.6,0,0,0,0,1-APR-2005,
FUTSTK,I-FLEX,28-Apr-2005,0,XX,594,609,588.15,599.3,599.3,515,928.85,559800,35100,1-APR-2005,
FUTSTK,I-FLEX,26-May-2005,0,XX,0,0,0,599.5,600.3,0,0,300,0,1-APR-2005,
FUTSTK,I-FLEX,30-Jun-2005,0,XX,0,0,0,596.45,603.85,0,0,0,0,1-APR-2005,
FUTSTK,ICICIBANK,28-Apr-2005,0,XX,402.65,411,398,409.5,409.5,5534,15698.58,7741300,539700,1-APR-2005,
FUTSTK,ICICIBANK,26-May-2005,0,XX,408,411.5,405.7,411.5,409.85,7,20.05,9100,3500,1-APR-2005,
FUTSTK,ICICIBANK,30-Jun-2005,0,XX,0,0,0,398.85,412.25,0,0,0,0,1-APR-2005,
FUTSTK,INFOSYSTCH,28-Apr-2005,0,XX,2245,2252,2211.25,2234,2234,14072,31398,1680200,62000,1-APR-2005,
FUTSTK,INFOSYSTCH,26-May-2005,0,XX,2170,2252,2170,2220,2256.55,19,42.37,2600,1200,1-APR-2005,
FUTSTK,INFOSYSTCH,30-Jun-2005,0,XX,0,0,0,2291.85,2269.8,0,0,0,0,1-APR-2005,
FUTSTK,IOC,28-Apr-2005,0,XX,433,452.9,430.7,451.1,451.1,664,1774.96,780600,-1800,1-APR-2005,
FUTSTK,IOC,26-May-2005,0,XX,458,458,450.25,450.25,453.35,4,10.89,0,0,1-APR-2005,
FUTSTK,IOC,30-Jun-2005,0,XX,0,0,0,444.75,456.05,0,0,0,0,1-APR-2005,
FUTSTK,IPCL,28-Apr-2005,0,XX,165.9,172.9,165.05,171.45,171.45,4815,8937.18,16381200,157300,1-APR-2005,
FUTSTK,IPCL,26-May-2005,0,XX,168,173,166,172.15,172.15,25,46.44,56100,12100,1-APR-2005,
FUTSTK,IPCL,30-Jun-2005,0,XX,0,0,0,164.5,173.3,0,0,0,0,1-APR-2005,
FUTSTK,ITC,28-Apr-2005,0,XX,1327,1355.75,1315.2,1344.25,1344.25,2847,5725.72,525900,18300,1-APR-2005,
FUTSTK,ITC,26-May-2005,0,XX,0,0,0,1276.35,1365.2,0,0,900,0,1-APR-2005,
FUTSTK,ITC,30-Jun-2005,0,XX,0,0,0,1362.65,1373.2,0,0,0,0,1-APR-2005,
FUTSTK,JETAIRWAYS,28-Apr-2005,0,XX,1219,1262,1204,1256.7,1256.7,4014,9948.8,671000,41200,1-APR-2005,
FUTSTK,JETAIRWAYS,26-May-2005,0,XX,1225,1261.05,1224,1254.25,1254.25,18,44.62,7800,0,1-APR-2005,
FUTSTK,JETAIRWAYS,30-Jun-2005,0,XX,0,0,0,1230.15,1283.5,0,0,0,0,1-APR-2005,
FUTSTK,M&M,28-Apr-2005,0,XX,502.3,512.75,493.85,508.65,508.65,2283,7204.8,1602500,89375,1-APR-2005,
FUTSTK,M&M,26-May-2005,0,XX,509.5,510,509.5,510,510.45,2,6.37,625,625,1-APR-2005,
FUTSTK,M&M,30-Jun-2005,0,XX,0,0,0,504.55,513.45,0,0,0,0,1-APR-2005,
FUTSTK,MARUTI,28-Apr-2005,0,XX,425.9,434.8,418,432.95,432.95,5779,9911.98,2130800,166400,1-APR-2005,
FUTSTK,MARUTI,26-May-2005,0,XX,425,432,425,432,434.5,2,3.42,2400,400,1-APR-2005,
FUTSTK,MARUTI,30-Jun-2005,0,XX,0,0,0,427.8,437.05,0,0,0,0,1-APR-2005,
FUTSTK,MTNL,28-Apr-2005,0,XX,115.9,120.9,115.25,120.05,120.05,2175,4113.22,12545600,-59200,1-APR-2005,
FUTSTK,MTNL,26-May-2005,0,XX,117.9,121.4,117,121.4,121.4,17,32.39,68800,11200,1-APR-2005,
FUTSTK,MTNL,30-Jun-2005,0,XX,0,0,0,115.6,122.15,0,0,0,0,1-APR-2005,
FUTSTK,NATIONALUM,28-Apr-2005,0,XX,175.9,182.45,173,181.3,181.3,2580,5279.71,4411400,445050,1-APR-2005,
FUTSTK,NATIONALUM,26-May-2005,0,XX,175.3,182.5,175.3,182.5,182.5,2,4.11,10350,0,1-APR-2005,
FUTSTK,NATIONALUM,30-Jun-2005,0,XX,0,0,0,177.4,182.65,0,0,0,0,1-APR-2005,
FUTSTK,NTPC,28-Apr-2005,0,XX,86.5,88.45,85.65,88.25,88.25,4889,13864.34,42753750,1329250,1-APR-2005,
FUTSTK,NTPC,26-May-2005,0,XX,86.65,89.05,86.45,88.8,88.8,75,213.7,669500,0,1-APR-2005,
FUTSTK,NTPC,30-Jun-2005,0,XX,0,0,0,86.65,88.95,0,0,0,0,1-APR-2005,
FUTSTK,ONGC,28-Apr-2005,0,XX,878,885,865.15,882.6,882.6,5813,15276.34,3341100,177600,1-APR-2005,
FUTSTK,ONGC,26-May-2005,0,XX,0,0,0,888.7,889.1,0,0,3000,0,1-APR-2005,
FUTSTK,ONGC,30-Jun-2005,0,XX,0,0,0,898.9,894.35,0,0,0,0,1-APR-2005,
FUTSTK,ORIENTBANK,28-Apr-2005,0,XX,313.9,319.4,311.75,317.5,317.5,1769,3348.41,3183000,105000,1-APR-2005,
FUTSTK,ORIENTBANK,26-May-2005,0,XX,311.95,313.95,310,312.05,312.05,21,39.31,52800,10800,1-APR-2005,
FUTSTK,ORIENTBANK,30-Jun-2005,0,XX,0,0,0,314.85,319.05,0,0,0,0,1-APR-2005,
FUTSTK,PNB,28-Apr-2005,0,XX,400.4,401.4,395,399.75,399.75,4381,10478.73,7068600,475800,1-APR-2005,
FUTSTK,PNB,26-May-2005,0,XX,401.65,402.7,399,401.6,401.6,17,40.91,16800,3600,1-APR-2005,
FUTSTK,PNB,30-Jun-2005,0,XX,0,0,0,399.4,402.95,0,0,0,0,1-APR-2005,
FUTSTK,POLARIS,28-Apr-2005,0,XX,109.5,112.6,108.15,112.05,112.05,1764,2736.84,8041600,7000,1-APR-2005,
FUTSTK,POLARIS,26-May-2005,0,XX,100.35,112,100.35,112,112.2,7,10.56,29400,1400,1-APR-2005,
FUTSTK,POLARIS,30-Jun-2005,0,XX,0,0,0,109.45,112.85,0,0,0,0,1-APR-2005,
FUTSTK,RANBAXY,28-Apr-2005,0,XX,1002,1024.05,992.6,1016.85,1016.85,6957,14073.16,2037800,107000,1-APR-2005,
FUTSTK,RANBAXY,26-May-2005,0,XX,974,1022,974,1022,1024.4,6,12.1,1400,600,1-APR-2005,
FUTSTK,RANBAXY,30-Jun-2005,0,XX,0,0,0,1024.3,1030.45,0,0,0,0,1-APR-2005,
FUTSTK,REL,28-Apr-2005,0,XX,534,544.9,529.95,543.8,543.8,939,2784.54,1310100,47300,1-APR-2005,
FUTSTK,REL,26-May-2005,0,XX,540,540,540,540,545.05,2,5.94,3850,-550,1-APR-2005,
FUTSTK,REL,30-Jun-2005,0,XX,0,0,0,538.05,548.25,0,0,0,0,1-APR-2005,
FUTSTK,RELIANCE,28-Apr-2005,0,XX,554.5,569.95,552.35,568.65,568.65,16005,54111.01,15559800,276000,1-APR-2005,
FUTSTK,RELIANCE,26-May-2005,0,XX,556.95,571,556.95,571,571,26,88.22,19200,3600,1-APR-2005,
FUTSTK,RELIANCE,30-Jun-2005,0,XX,0,0,0,554.45,573.2,0,0,0,0,1-APR-2005,
FUTSTK,SATYAMCOMP,28-Apr-2005,0,XX,410.85,420.9,408.05,419.4,419.4,12522,31195.56,4802400,27600,1-APR-2005,
FUTSTK,SATYAMCOMP,26-May-2005,0,XX,413,414.85,412.1,412.1,425.15,5,12.39,5400,1800,1-APR-2005,
FUTSTK,SATYAMCOMP,30-Jun-2005,0,XX,0,0,0,415.35,427.65,0,0,0,0,1-APR-2005,
FUTSTK,SBIN,28-Apr-2005,0,XX,664.9,677.95,657.35,675.6,675.6,12662,42358.4,6578500,335500,1-APR-2005,
FUTSTK,SBIN,26-May-2005,0,XX,668.4,681.25,668.05,680.1,680.1,15,50.62,11000,4000,1-APR-2005,
FUTSTK,SBIN,30-Jun-2005,0,XX,0,0,0,664.85,680.3,0,0,0,0,1-APR-2005,
FUTSTK,SCI,28-Apr-2005,0,XX,152.1,153.75,150.55,153.1,153.1,1391,3396.85,5656000,945600,1-APR-2005,
FUTSTK,SCI,26-May-2005,0,XX,152.5,154.75,152.5,154.75,154.75,3,7.36,25600,4800,1-APR-2005,
FUTSTK,SCI,30-Jun-2005,0,XX,155,155,155,155,153.8,1,2.48,1600,1600,1-APR-2005,
FUTSTK,SYNDIBANK,28-Apr-2005,0,XX,55,56.4,54.15,56.15,56.15,1598,3371.85,12201800,315400,1-APR-2005,
FUTSTK,SYNDIBANK,26-May-2005,0,XX,55.9,56.7,55.6,56.15,56.15,8,17.03,64600,11400,1-APR-2005,
FUTSTK,SYNDIBANK,30-Jun-2005,0,XX,0,0,0,54.4,56.55,0,0,0,0,1-APR-2005,
FUTSTK,TATAMOTORS,28-Apr-2005,0,XX,417.85,431.7,411.5,430.25,430.25,9722,33996.86,7754175,-573375,1-APR-2005,
FUTSTK,TATAMOTORS,26-May-2005,0,XX,433.9,433.9,433.9,433.9,437.25,1,3.57,4950,825,1-APR-2005,
FUTSTK,TATAMOTORS,30-Jun-2005,0,XX,0,0,0,420.05,439.8,0,0,0,0,1-APR-2005,
FUTSTK,TATAPOWER,28-Apr-2005,0,XX,360,364.45,353,363.45,363.45,1574,4527.5,2300800,98400,1-APR-2005,
FUTSTK,TATAPOWER,26-May-2005,0,XX,357.85,362.65,357.85,362.65,365.5,3,8.62,3200,0,1-APR-2005,
FUTSTK,TATAPOWER,30-Jun-2005,0,XX,0,0,0,364.1,367.65,0,0,0,0,1-APR-2005,
FUTSTK,TATATEA,28-Apr-2005,0,XX,525,538.8,525,537.55,537.55,1103,3237.81,1152800,15400,1-APR-2005,
FUTSTK,TATATEA,26-May-2005,0,XX,539.85,540.5,538,540.45,540.45,4,11.87,1100,0,1-APR-2005,
FUTSTK,TATATEA,30-Jun-2005,0,XX,0,0,0,530.55,547.45,0,0,0,0,1-APR-2005,
FUTSTK,TCS,28-Apr-2005,0,XX,1429.9,1452,1415.5,1445.2,1445.2,6200,22270.31,1442500,92250,1-APR-2005,
FUTSTK,TCS,26-May-2005,0,XX,1437.45,1459.95,1425,1454.1,1454.1,24,86.48,12250,2250,1-APR-2005,
FUTSTK,TCS,30-Jun-2005,0,XX,0,0,0,1454.05,1473,0,0,0,0,1-APR-2005,
FUTSTK,TISCO,28-Apr-2005,0,XX,408.05,414.95,403.3,413,413,23374,64594.08,28102950,685800,1-APR-2005,
FUTSTK,TISCO,26-May-2005,0,XX,409,416,409,415.65,415.65,26,72.36,52650,5400,1-APR-2005,
FUTSTK,TISCO,30-Jun-2005,0,XX,411,416.5,411,415,415,7,19.52,3375,3375,1-APR-2005,
FUTSTK,UNIONBANK,28-Apr-2005,0,XX,112.75,115.8,109.25,115.15,115.15,4523,10726.46,8941800,399000,1-APR-2005,
FUTSTK,UNIONBANK,26-May-2005,0,XX,112,116.2,111,116.1,116.1,17,40.61,46200,8400,1-APR-2005,
FUTSTK,UNIONBANK,30-Jun-2005,0,XX,0,0,0,114.8,116.4,0,0,0,0,1-APR-2005,
FUTSTK,WIPRO,28-Apr-2005,0,XX,665,674,652.1,670,670,3627,7222.32,1677000,101400,1-APR-2005,
FUTSTK,WIPRO,26-May-2005,0,XX,0,0,0,642.65,678.9,0,0,1200,0,1-APR-2005,
FUTSTK,WIPRO,30-Jun-2005,0,XX,0,0,0,681.25,682.9,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2690,CE,0,0,0,195,276.35,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2700,CE,0,0,0,189.75,267.4,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2710,CE,0,0,0,184.6,258.6,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2720,CE,0,0,0,179.5,249.85,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2730,CE,0,0,0,174.55,241.25,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2740,CE,0,0,0,169.65,232.7,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2750,CE,0,0,0,164.9,224.35,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2760,CE,0,0,0,221.8,216.05,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2770,CE,0,0,0,216.45,207.9,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2780,CE,0,0,0,211.25,199.9,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2790,CE,0,0,0,206.1,192.05,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2800,CE,0,0,0,201,184.35,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2810,CE,0,0,0,196.05,176.75,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2820,CE,0,0,0,191.15,169.45,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2830,CE,0,0,0,186.35,162.1,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2840,CE,0,0,0,181.65,155,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2850,CE,0,0,0,197.05,148.1,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2860,CE,0,0,0,192.1,141.35,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2870,CE,0,0,0,187.3,134.75,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2880,CE,0,0,0,182.55,128.4,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2890,CE,0,0,0,170.35,122.15,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2900,CE,0,0,0,162.2,116.15,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2910,CE,0,0,0,188.1,110.3,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2920,CE,0,0,0,182.75,104.65,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2930,CE,0,0,0,177.55,99.2,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2940,CE,0,0,0,172.4,93.9,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2950,CE,0,0,0,167.35,88.8,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2960,CE,0,0,0,162.45,83.9,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2970,CE,0,0,0,157.6,79.2,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2980,CE,0,0,0,116.3,74.65,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2990,CE,0,0,0,111.55,70.3,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,3000,CE,0,0,0,110.7,66.15,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2690,PE,0,0,0,126.8,8.8,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2700,PE,0,0,0,131.4,9.85,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2710,PE,0,0,0,136.1,10.95,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2720,PE,0,0,0,140.9,12.2,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2730,PE,0,0,0,145.8,13.55,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2740,PE,0,0,0,150.75,15,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2750,PE,0,0,0,155.85,16.55,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2760,PE,0,0,0,137.15,18.25,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2770,PE,0,0,0,141.7,20.05,0,0,0,0,1-APR-2005,
OPTIDX,CNXIT,28-Apr-2005,2780,PE,0,0,0,146.3,22,0,0,0,0,1-APR-2005,
