##------ Tue Jun 14 13:20:00 2011 ------##,added to equity ,/home/intern/STEPS/cm01JUN2011bhav.csv,
##------ Tue Jun 14 13:20:00 2011 ------##,added to equity ,/home/intern/STEPS/cm02JUN2011bhav.csv,
##------ Tue Jun 14 13:20:00 2011 ------##,added to equity ,/home/intern/STEPS/cm03JUN2011bhav.csv,
##------ Tue Jun 14 13:20:00 2011 ------##,added to equity ,/home/intern/STEPS/cm06JUN2011bhav.csv,
##------ Tue Jun 14 13:20:00 2011 ------##,added to equity ,/home/intern/STEPS/cm07JUN2011bhav.csv,
##------ Tue Jun 14 13:20:00 2011 ------##,added to equity ,/home/intern/STEPS/cm08JUN2011bhav.csv,
##------ Tue Jun 14 13:20:00 2011 ------##,added to equity ,/home/intern/STEPS/cm09JUN2011bhav.csv,
##------ Tue Jun 14 13:20:00 2011 ------##,added to equity ,/home/intern/STEPS/cm10JUN2011bhav.csv,
##------ Tue Jun 14 13:20:00 2011 ------##,added to equity ,/home/intern/STEPS/cm13JUN2011bhav.csv,
##------ Tue Jun 14 13:20:00 2011 ------##,added to equity ,/home/intern/STEPS/cm26MAY2011bhav.csv,
##------ Tue Jun 14 13:20:01 2011 ------##,added to equity ,/home/intern/STEPS/cm27MAY2011bhav.csv,
##------ Tue Jun 14 13:20:01 2011 ------##,added to equity ,/home/intern/STEPS/cm30MAY2011bhav.csv,
##------ Tue Jun 14 13:20:01 2011 ------##,added to equity ,/home/intern/STEPS/cm31MAY2011bhav.csv,
##------ Tue Jun 14 13:20:02 2011 ------##,added Options Index to options ,/home/intern/STEPS/fo01JUN2011bhav.csv,
##------ Tue Jun 14 13:20:02 2011 ------##,added Options Stock to options ,/home/intern/STEPS/fo01JUN2011bhav.csv,
##------ Tue Jun 14 13:20:02 2011 ------##,added Future Index to table Future ,/home/intern/STEPS/fo01JUN2011bhav.csv,
##------ Tue Jun 14 13:20:03 2011 ------##,added Future Stock to table future ,/home/intern/STEPS/fo01JUN2011bhav.csv,
##------ Tue Jun 14 13:20:03 2011 ------##,added Options Index to options ,/home/intern/STEPS/fo02JUN2011bhav.csv,
##------ Tue Jun 14 13:20:04 2011 ------##,added Options Stock to options ,/home/intern/STEPS/fo02JUN2011bhav.csv,
##------ Tue Jun 14 13:20:04 2011 ------##,added Future Index to table Future ,/home/intern/STEPS/fo02JUN2011bhav.csv,
##------ Tue Jun 14 13:20:04 2011 ------##,added Future Stock to table future ,/home/intern/STEPS/fo02JUN2011bhav.csv,
##------ Tue Jun 14 13:20:04 2011 ------##,added Options Index to options ,/home/intern/STEPS/fo03JUN2011bhav.csv,
##------ Tue Jun 14 13:20:05 2011 ------##,added Options Stock to options ,/home/intern/STEPS/fo03JUN2011bhav.csv,
##------ Tue Jun 14 13:20:05 2011 ------##,added Future Index to table Future ,/home/intern/STEPS/fo03JUN2011bhav.csv,
##------ Tue Jun 14 13:20:05 2011 ------##,added Future Stock to table future ,/home/intern/STEPS/fo03JUN2011bhav.csv,
##------ Tue Jun 14 13:20:06 2011 ------##,added Options Index to options ,/home/intern/STEPS/fo06JUN2011bhav.csv,
##------ Tue Jun 14 13:20:06 2011 ------##,added Options Stock to options ,/home/intern/STEPS/fo06JUN2011bhav.csv,
##------ Tue Jun 14 13:20:06 2011 ------##,added Future Index to table Future ,/home/intern/STEPS/fo06JUN2011bhav.csv,
##------ Tue Jun 14 13:20:06 2011 ------##,added Future Stock to table future ,/home/intern/STEPS/fo06JUN2011bhav.csv,
##------ Tue Jun 14 13:20:07 2011 ------##,added Options Index to options ,/home/intern/STEPS/fo07JUN2011bhav.csv,
##------ Tue Jun 14 13:20:08 2011 ------##,added Options Stock to options ,/home/intern/STEPS/fo07JUN2011bhav.csv,
##------ Tue Jun 14 13:20:08 2011 ------##,added Future Index to table Future ,/home/intern/STEPS/fo07JUN2011bhav.csv,
##------ Tue Jun 14 13:20:08 2011 ------##,added Future Stock to table future ,/home/intern/STEPS/fo07JUN2011bhav.csv,
##------ Tue Jun 14 13:20:08 2011 ------##,added Options Index to options ,/home/intern/STEPS/fo08JUN2011bhav.csv,
##------ Tue Jun 14 13:20:09 2011 ------##,added Options Stock to options ,/home/intern/STEPS/fo08JUN2011bhav.csv,
##------ Tue Jun 14 13:20:09 2011 ------##,added Future Index to table Future ,/home/intern/STEPS/fo08JUN2011bhav.csv,
##------ Tue Jun 14 13:20:09 2011 ------##,added Future Stock to table future ,/home/intern/STEPS/fo08JUN2011bhav.csv,
##------ Tue Jun 14 13:20:10 2011 ------##,added Options Index to options ,/home/intern/STEPS/fo09JUN2011bhav.csv,
##------ Tue Jun 14 13:20:10 2011 ------##,added Options Stock to options ,/home/intern/STEPS/fo09JUN2011bhav.csv,
##------ Tue Jun 14 13:20:10 2011 ------##,added Future Index to table Future ,/home/intern/STEPS/fo09JUN2011bhav.csv,
##------ Tue Jun 14 13:20:10 2011 ------##,added Future Stock to table future ,/home/intern/STEPS/fo09JUN2011bhav.csv,
##------ Tue Jun 14 13:20:11 2011 ------##,added Options Index to options ,/home/intern/STEPS/fo10JUN2011bhav.csv,
##------ Tue Jun 14 13:20:12 2011 ------##,added Options Stock to options ,/home/intern/STEPS/fo10JUN2011bhav.csv,
##------ Tue Jun 14 13:20:12 2011 ------##,added Future Index to table Future ,/home/intern/STEPS/fo10JUN2011bhav.csv,
##------ Tue Jun 14 13:20:12 2011 ------##,added Future Stock to table future ,/home/intern/STEPS/fo10JUN2011bhav.csv,
##------ Tue Jun 14 13:20:12 2011 ------##,added Options Index to options ,/home/intern/STEPS/fo13JUN2011bhav.csv,
##------ Tue Jun 14 13:20:13 2011 ------##,added Options Stock to options ,/home/intern/STEPS/fo13JUN2011bhav.csv,
##------ Tue Jun 14 13:20:13 2011 ------##,added Future Index to table Future ,/home/intern/STEPS/fo13JUN2011bhav.csv,
##------ Tue Jun 14 13:20:13 2011 ------##,added Future Stock to table future ,/home/intern/STEPS/fo13JUN2011bhav.csv,
##------ Tue Jun 14 13:20:14 2011 ------##,added Options Index to options ,/home/intern/STEPS/fo26MAY2011bhav.csv,
##------ Tue Jun 14 13:20:14 2011 ------##,added Options Stock to options ,/home/intern/STEPS/fo26MAY2011bhav.csv,
##------ Tue Jun 14 13:20:14 2011 ------##,added Future Index to table Future ,/home/intern/STEPS/fo26MAY2011bhav.csv,
##------ Tue Jun 14 13:20:15 2011 ------##,added Future Stock to table future ,/home/intern/STEPS/fo26MAY2011bhav.csv,
##------ Tue Jun 14 13:20:15 2011 ------##,added Options Index to options ,/home/intern/STEPS/fo27MAY2011bhav.csv,
##------ Tue Jun 14 13:20:16 2011 ------##,added Options Stock to options ,/home/intern/STEPS/fo27MAY2011bhav.csv,
##------ Tue Jun 14 13:20:16 2011 ------##,added Future Index to table Future ,/home/intern/STEPS/fo27MAY2011bhav.csv,
##------ Tue Jun 14 13:20:16 2011 ------##,added Future Stock to table future ,/home/intern/STEPS/fo27MAY2011bhav.csv,
